id_prestamo,edad,ingresos_mensuales_eur,ingresos_conyuge_eur,importe_prestamo_eur,plazo_meses,cuota_mensual_eur,ratio_endeudamiento,ratio_cuota_ingreso,antiguedad_empleo_anos,antiguedad_cliente_anos,num_prestamos_previos,num_prestamos_activos,num_impagos_previos,dias_mora_max_historico,score_credito,score_externo,saldo_medio_cuenta_eur,num_productos_contratados,patrimonio_declarado_eur,num_consultas_buro_6m,tasa_interes_pct,gastos_fijos_mensuales_eur,finalidad,tipo_empleo,regimen_vivienda,nivel_estudios,sector_actividad,tiene_avalista,impago
PRE000853,32,3262.0,395.0,10343,60,186.0,5.7,,12.4,6.7,2.0,0,0,11,717,701,4648.0,2.0,97981,0,5.9,1012.0,negocio,fijo,propiedad,basico,servicios,no,0
PRE000854,31,5914.0,2034.0,9542,48,215.0,3.6,2.7,4.5,2.1,2.0,0,0,5,794,840,8212.0,6.0,114812,0,7.8,753.0,consumo,autonomo,alquiler,basico,industria,no,0
PRE000855,21,2843.0,997.0,7441,24,335.0,11.8,8.7,1.3,3.3,0.0,0,1,28,595,563,1717.0,,36171,1,9.6,386.0,coche,funcionario,alquiler,basico,servicios,si,1
PRE000856,53,6089.0,2484.0,8896,36,267.0,4.4,3.1,0.1,1.5,2.0,0,0,0,798,881,6688.0,,133169,0,6.0,1430.0,vivienda,temporal,propiedad,basico,construccion,no,0
PRE000857,26,3017.0,1505.0,18745,24,844.0,27.9,18.6,,1.4,1.0,0,2,22,647,572,944.0,,66845,2,9.9,608.0,coche,funcionario,hipoteca,superior,servicios,si,1
PRE000858,47,2022.0,0.0,15203,72,228.0,11.3,11.3,2.3,14.3,0.0,0,2,23,639,523,1357.0,2.0,29894,2,11.4,1370.0,coche,autonomo,alquiler,medio,industria,no,1
PRE000859,33,4794.0,1348.0,21019,72,315.0,6.6,5.1,,4.8,0.0,2,0,28,616,661,6579.0,2.0,44610,1,7.7,3106.0,vivienda,temporal,hipoteca,medio,construccion,no,1
PRE000860,61,2326.0,2360.0,3422,24,,6.6,3.3,4.4,1.8,1.0,1,2,24,722,618,1973.0,4.0,56338,3,,1327.0,negocio,autonomo,hipoteca,superior,publico,si,0
PRE000861,46,2049.0,835.0,5677,24,255.0,12.5,8.9,5.8,6.4,2.0,0,0,22,593,587,2845.0,3.0,0,3,7.6,,consumo,fijo,propiedad,superior,servicios,no,0
PRE000862,27,2228.0,1401.0,6669,36,200.0,9.0,5.5,1.8,0.5,0.0,0,0,29,646,624,5810.0,2.0,23856,2,8.3,900.0,vivienda,fijo,hipoteca,medio,construccion,si,0
PRE000863,44,3430.0,2363.0,13019,84,167.0,4.9,2.9,2.4,13.8,1.0,0,0,6,706,677,5013.0,5.0,57190,2,6.4,930.0,negocio,fijo,alquiler,medio,industria,si,0
PRE000864,35,2185.0,1395.0,17930,24,807.0,36.9,22.5,4.9,0.3,0.0,2,0,4,712,755,5255.0,5.0,93773,2,,,vivienda,temporal,propiedad,superior,construccion,no,0
PRE000865,55,3298.0,2490.0,11562,36,347.0,10.5,6.0,1.9,18.9,0.0,0,1,25,660,718,4250.0,3.0,44635,0,7.8,1286.0,coche,fijo,alquiler,superior,servicios,si,0
PRE000866,42,2467.0,0.0,6226,96,70.0,2.8,2.8,7.0,1.0,1.0,0,0,57,506,420,-749.0,2.0,0,3,16.8,1173.0,estudios,temporal,alquiler,basico,construccion,no,1
PRE000867,54,4193.0,2044.0,7901,36,237.0,5.7,3.8,10.1,0.2,1.0,1,0,26,643,620,1160.0,4.0,48182,3,6.1,1947.0,consumo,funcionario,alquiler,superior,servicios,no,0
PRE000868,40,2164.0,608.0,60073,12,5000.0,200.0,195.0,0.0,6.3,1.0,1,1,23,555,541,67.0,2.0,0,0,10.8,748.0,estudios,temporal,alquiler,medio,servicios,no,1
PRE000869,39,3262.0,3914.0,8153,120,73.0,2.2,1.0,,1.7,0.0,3,0,16,622,665,622.0,,69954,2,9.4,1632.0,vivienda,fijo,hipoteca,medio,servicios,no,0
PRE000870,49,1511.0,916.0,11949,84,154.0,10.2,6.3,7.6,3.8,3.0,0,3,32,536,441,-1192.0,1.0,0,1,11.2,218.0,vivienda,funcionario,alquiler,medio,agrario,si,1
PRE000871,37,3049.0,0.0,7865,120,71.0,2.3,2.3,,0.3,3.0,2,0,0,699,716,5676.0,5.0,117913,0,7.2,,negocio,autonomo,hipoteca,basico,servicios,no,0
PRE000872,40,2721.0,1498.0,4522,60,81.0,3.0,1.9,8.1,7.7,1.0,0,0,14,655,642,1866.0,4.0,29195,1,9.5,319.0,vivienda,fijo,propiedad,basico,industria,no,0
PRE000873,45,2060.0,718.0,9001,120,81.0,3.9,2.9,18.9,20.5,1.0,3,0,17,712,663,3071.0,2.0,30797,1,7.5,853.0,consumo,funcionario,hipoteca,medio,publico,no,0
PRE000874,50,2299.0,233.0,28179,60,507.0,22.1,20.0,,0.1,2.0,0,1,24,570,619,2424.0,5.0,26734,5,7.2,1024.0,estudios,funcionario,propiedad,basico,publico,si,0
PRE000875,36,2319.0,523.0,12465,36,374.0,16.1,13.2,0.5,5.0,0.0,0,0,1,799,756,9745.0,6.0,200073,0,3.7,1412.0,consumo,funcionario,alquiler,basico,servicios,no,0
PRE000876,38,,1160.0,15236,36,457.0,22.0,14.1,3.4,3.5,0.0,0,0,18,705,637,5549.0,5.0,79359,1,6.8,1101.0,coche,fijo,alquiler,medio,agrario,no,0
PRE000877,48,4067.0,806.0,22037,12,1983.0,48.8,40.7,1.0,1.0,2.0,2,0,3,797,755,5645.0,7.0,128860,0,3.0,1531.0,estudios,fijo,alquiler,medio,publico,no,0
PRE000878,33,2916.0,2028.0,8577,84,110.0,3.8,2.2,7.7,6.0,3.0,0,0,16,677,694,3334.0,2.0,52614,0,7.3,292.0,consumo,fijo,alquiler,superior,agrario,no,0
PRE000879,49,1977.0,1368.0,8700,36,261.0,13.2,7.8,8.8,3.2,0.0,0,1,66,521,460,-2000.0,5.0,0,3,15.5,951.0,coche,autonomo,hipoteca,basico,industria,no,0
PRE000880,47,2020.0,1717.0,30091,12,2708.0,134.0,72.5,7.5,0.2,0.0,1,0,11,721,648,3912.0,4.0,130167,1,5.4,1182.0,vivienda,fijo,hipoteca,medio,servicios,si,0
PRE000881,29,,1611.0,7791,120,70.0,2.5,1.6,5.0,19.8,,2,0,19,712,652,7934.0,,145334,0,4.6,1370.0,consumo,fijo,propiedad,basico,servicios,no,0
PRE000882,19,1779.0,1434.0,9298,96,105.0,5.9,3.3,5.7,0.1,,0,2,32,499,370,-2000.0,3.0,0,3,14.6,526.0,coche,temporal,alquiler,medio,servicios,no,0
PRE000883,36,5661.0,4984.0,12613,48,284.0,5.0,2.7,8.3,21.7,1.0,1,0,4,743,727,7580.0,,185667,0,,1246.0,vivienda,autonomo,propiedad,basico,construccion,no,1
PRE000884,62,2155.0,1259.0,12026,60,216.0,10.0,6.3,2.0,5.4,,2,2,28,673,683,4067.0,3.0,131907,1,7.9,862.0,vivienda,autonomo,propiedad,medio,construccion,no,0
PRE000885,52,2749.0,802.0,14116,60,254.0,9.2,7.2,2.0,10.4,0.0,0,0,46,575,571,,2.0,33858,1,12.5,1348.0,consumo,temporal,alquiler,basico,construccion,no,1
PRE000886,31,1462.0,0.0,17307,48,389.0,26.6,26.6,19.9,2.3,1.0,0,0,3,700,705,7473.0,3.0,51015,1,7.0,484.0,consumo,fijo,alquiler,superior,industria,no,0
PRE000887,36,4005.0,392.0,21067,120,190.0,4.7,4.3,4.6,0.1,2.0,1,0,16,663,636,5411.0,4.0,118437,1,7.3,1154.0,estudios,fijo,alquiler,superior,agrario,no,0
PRE000888,34,3040.0,1819.0,7930,120,71.0,2.3,1.5,1.9,6.6,,2,0,15,741,757,7899.0,10.0,154140,0,6.2,660.0,vivienda,fijo,hipoteca,medio,construccion,no,0
PRE000889,44,4130.0,2241.0,9347,60,168.0,4.1,2.6,6.9,0.5,0.0,0,0,0,850,920,11149.0,8.0,249065,0,3.5,1064.0,coche,fijo,alquiler,basico,servicios,no,0
PRE000890,45,2922.0,1662.0,7058,12,635.0,21.7,13.9,2.2,7.8,1.0,1,3,20,727,755,6960.0,5.0,126746,1,6.0,,negocio,fijo,alquiler,medio,servicios,si,0
PRE000891,65,1225.0,1259.0,4053,48,91.0,7.4,3.7,7.1,16.8,0.0,2,0,4,666,645,3208.0,,82934,1,6.8,396.0,vivienda,autonomo,alquiler,superior,servicios,no,0
PRE000892,26,1859.0,448.0,6732,12,606.0,32.6,26.3,1.9,5.6,2.0,2,1,45,627,519,5190.0,5.0,74996,0,8.6,537.0,vivienda,fijo,hipoteca,medio,construccion,no,0
PRE000893,22,2448.0,1327.0,20063,48,451.0,18.4,12.0,,11.3,0.0,2,0,5,640,712,8210.0,5.0,142227,0,5.8,634.0,vivienda,fijo,alquiler,medio,publico,no,0
PRE000894,56,3238.0,2373.0,4783,60,86.0,2.7,1.5,4.9,2.7,,1,0,47,638,676,3381.0,,93363,0,11.7,1024.0,negocio,temporal,alquiler,basico,publico,no,0
PRE000895,37,3403.0,124.0,7477,48,168.0,4.9,4.8,1.9,9.1,2.0,1,0,1,766,793,5052.0,4.0,113683,0,5.6,1499.0,vivienda,fijo,hipoteca,basico,servicios,no,0
PRE000896,40,2824.0,291.0,9353,60,168.0,6.0,,7.5,3.3,1.0,1,0,15,592,668,3827.0,1.0,173644,1,6.8,1257.0,consumo,temporal,alquiler,medio,industria,no,0
PRE000897,44,2251.0,703.0,4838,24,218.0,9.7,7.4,1.7,3.9,,1,0,28,628,730,3083.0,2.0,43141,0,8.0,1323.0,vivienda,fijo,alquiler,medio,servicios,no,0
PRE000898,38,2339.0,867.0,53990,36,1620.0,69.2,50.5,3.9,16.9,1.0,0,0,50,602,541,4121.0,3.0,73503,1,8.2,481.0,coche,autonomo,alquiler,basico,industria,no,1
PRE000899,23,1599.0,64.0,3777,72,57.0,3.5,3.4,6.1,3.8,1.0,0,0,9,730,735,5696.0,3.0,96392,2,4.9,290.0,consumo,fijo,alquiler,medio,industria,no,0
PRE000900,44,1265.0,969.0,7007,24,315.0,24.9,14.1,5.4,4.1,0.0,0,0,24,687,599,,4.0,33960,0,10.7,254.0,consumo,temporal,alquiler,superior,industria,si,0
PRE000901,50,1775.0,883.0,13200,24,594.0,33.4,22.3,0.0,0.8,0.0,2,0,23,555,530,,5.0,0,2,10.0,573.0,consumo,fijo,hipoteca,medio,industria,si,1
PRE000902,34,3011.0,994.0,5601,96,,2.1,1.6,10.1,18.2,2.0,1,0,12,654,673,2097.0,5.0,63548,1,7.5,1211.0,coche,funcionario,alquiler,basico,industria,no,0
PRE000903,52,2990.0,1324.0,7983,84,103.0,3.4,2.4,,0.2,2.0,1,3,34,624,537,846.0,3.0,0,1,9.6,1030.0,vivienda,temporal,hipoteca,superior,publico,no,0
PRE000904,41,2677.0,2063.0,6813,60,123.0,4.6,2.6,6.2,0.5,2.0,3,1,24,529,519,1540.0,,0,1,11.0,1187.0,coche,fijo,propiedad,basico,servicios,no,0
PRE000905,46,4857.0,2962.0,22608,36,678.0,14.0,8.7,17.0,1.3,2.0,0,0,0,749,787,6289.0,,115334,0,4.6,3013.0,estudios,temporal,alquiler,superior,servicios,no,0
PRE000906,41,1522.0,311.0,31181,84,401.0,26.3,21.9,2.6,0.2,3.0,0,0,27,612,651,1326.0,2.0,56682,1,8.5,647.0,negocio,fijo,hipoteca,medio,servicios,no,0
PRE000907,46,4197.0,0.0,17042,84,219.0,5.2,,8.1,1.3,1.0,2,0,19,676,625,,4.0,134539,1,8.5,1639.0,estudios,fijo,hipoteca,basico,industria,si,0
PRE000908,44,4842.0,3615.0,15708,96,177.0,3.6,2.1,6.3,4.7,0.0,0,1,6,730,582,5548.0,2.0,72243,2,,3075.0,consumo,fijo,hipoteca,basico,industria,no,0
PRE000909,46,2987.0,2004.0,27844,60,501.0,16.8,10.0,5.5,0.9,0.0,1,0,12,596,572,1106.0,5.0,0,0,12.0,983.0,consumo,funcionario,alquiler,medio,servicios,no,0
PRE000910,49,1905.0,1671.0,4959,84,64.0,3.3,1.8,1.6,4.5,1.0,2,1,18,660,599,,4.0,52536,3,7.2,893.0,estudios,fijo,alquiler,basico,agrario,no,0
PRE000911,57,,416.0,10259,60,185.0,15.1,11.3,,1.3,1.0,4,2,23,571,464,1454.0,3.0,12645,3,13.0,589.0,negocio,fijo,alquiler,superior,servicios,no,0
PRE000912,42,3930.0,1415.0,5139,60,93.0,2.4,1.7,5.4,2.5,0.0,0,0,25,699,644,5674.0,4.0,37975,1,7.6,1830.0,vivienda,fijo,propiedad,basico,servicios,no,0
PRE000913,37,1901.0,0.0,12229,24,550.0,28.9,28.9,1.2,5.2,2.0,1,2,40,495,398,-2000.0,2.0,0,6,14.7,924.0,consumo,temporal,propiedad,medio,servicios,no,1
PRE000914,56,2164.0,787.0,13653,72,205.0,9.5,6.9,0.0,6.3,1.0,4,0,17,735,760,6181.0,3.0,122947,0,10.2,634.0,vivienda,fijo,hipoteca,basico,construccion,no,0
PRE000915,39,2022.0,1298.0,17155,24,772.0,38.2,23.2,3.4,6.5,3.0,1,2,39,593,518,,3.0,0,2,13.7,600.0,negocio,fijo,hipoteca,superior,servicios,si,1
PRE000916,59,2942.0,202.0,20972,60,377.0,12.8,12.0,1.5,1.7,1.0,0,1,16,596,565,-1159.0,3.0,39566,0,10.7,1332.0,vivienda,temporal,alquiler,medio,publico,no,1
PRE000917,38,2258.0,711.0,5055,72,76.0,3.4,2.6,5.5,9.4,2.0,1,0,10,718,624,2288.0,1.0,49980,0,6.3,959.0,coche,autonomo,alquiler,medio,servicios,no,0
PRE000918,20,1747.0,1327.0,4634,72,70.0,4.0,,1.4,10.2,0.0,0,0,21,585,627,1742.0,1.0,9825,5,,1066.0,negocio,fijo,hipoteca,superior,industria,no,0
PRE000919,53,2860.0,176.0,8000,72,120.0,4.2,4.0,3.9,0.1,0.0,0,0,25,662,571,3691.0,2.0,99360,1,10.7,1456.0,vivienda,fijo,propiedad,basico,construccion,no,0
PRE000920,45,1617.0,0.0,10773,96,121.0,7.5,7.5,1.9,36.8,1.0,1,0,25,570,594,-516.0,4.0,43258,3,9.5,748.0,vivienda,temporal,hipoteca,medio,construccion,si,0
PRE000921,23,1509.0,,23273,36,698.0,46.2,40.0,7.1,5.4,1.0,1,1,31,690,718,7378.0,4.0,115301,2,7.8,425.0,vivienda,fijo,hipoteca,superior,agrario,no,0
PRE000922,41,,446.0,12077,12,1087.0,40.8,35.0,13.7,8.3,0.0,1,0,9,614,655,2561.0,4.0,91910,1,8.7,266.0,vivienda,autonomo,alquiler,basico,servicios,no,0
PRE000923,43,2307.0,999.0,35721,60,643.0,27.9,19.4,0.3,11.8,1.0,0,2,23,708,725,2937.0,4.0,72428,2,8.7,746.0,estudios,temporal,alquiler,basico,servicios,no,0
PRE000924,57,3417.0,2465.0,11193,96,126.0,3.7,2.1,1.5,2.5,3.0,1,0,40,510,518,-2000.0,5.0,0,5,9.0,1379.0,negocio,funcionario,hipoteca,medio,construccion,no,1
PRE000925,59,1548.0,951.0,15650,84,,13.0,8.0,5.7,10.4,0.0,1,0,49,488,443,-2000.0,3.0,0,4,,,consumo,temporal,alquiler,superior,servicios,no,0
PRE000926,42,1883.0,1522.0,7398,72,111.0,5.9,3.3,0.4,2.0,3.0,2,0,20,543,461,-1295.0,5.0,0,2,12.0,312.0,coche,fijo,alquiler,superior,construccion,no,0
PRE000927,26,1767.0,1445.0,14915,120,134.0,7.6,4.2,5.8,0.4,3.0,3,1,17,606,531,,3.0,54571,3,11.1,770.0,consumo,fijo,propiedad,superior,servicios,si,0
PRE000928,39,,0.0,5573,24,251.0,16.4,16.4,1.4,13.6,,0,1,17,565,529,1139.0,4.0,81680,1,10.6,,vivienda,temporal,hipoteca,medio,industria,no,0
PRE000929,34,3798.0,1661.0,9903,36,297.0,7.8,5.4,11.5,10.9,2.0,1,0,0,701,871,8874.0,4.0,156298,1,4.5,2789.0,negocio,autonomo,propiedad,superior,publico,si,0
PRE000930,36,3601.0,1008.0,7081,96,80.0,2.2,1.7,6.5,6.3,1.0,0,0,32,826,799,10157.0,5.0,147748,0,4.3,1195.0,coche,fijo,alquiler,superior,servicios,no,0
PRE000931,43,2344.0,942.0,8081,60,145.0,6.2,4.4,11.2,1.4,0.0,2,0,0,850,939,12837.0,6.0,336811,0,,1291.0,coche,funcionario,alquiler,medio,agrario,no,0
PRE000932,48,,1272.0,7509,96,84.0,4.6,2.7,0.9,1.1,3.0,1,0,11,623,723,4833.0,5.0,106648,1,7.6,708.0,coche,fijo,propiedad,medio,industria,si,0
PRE000933,48,1879.0,1213.0,7227,72,108.0,5.8,,20.7,3.8,0.0,1,0,22,746,645,5704.0,6.0,63501,2,6.1,1137.0,consumo,temporal,propiedad,basico,construccion,no,0
PRE000934,42,2114.0,964.0,10751,36,323.0,15.2,10.5,21.9,3.4,2.0,1,0,36,611,626,-596.0,3.0,50379,2,9.4,1135.0,consumo,temporal,alquiler,basico,servicios,no,1
PRE000935,74,1819.0,1146.0,8498,24,382.0,21.0,12.9,1.5,4.1,2.0,2,0,25,613,530,1561.0,2.0,71443,0,7.5,652.0,vivienda,temporal,hipoteca,basico,servicios,no,0
PRE000936,45,2505.0,401.0,13984,72,210.0,8.4,7.2,15.5,3.5,2.0,0,1,17,576,627,1078.0,0.0,10728,3,7.5,1289.0,consumo,temporal,hipoteca,medio,agrario,si,0
PRE000937,42,4715.0,4202.0,17699,48,398.0,8.4,4.5,10.2,12.4,0.0,1,0,0,699,732,5586.0,4.0,221315,0,6.7,2433.0,coche,funcionario,alquiler,superior,industria,no,0
PRE000938,43,4133.0,3145.0,6211,96,70.0,1.7,1.0,5.9,16.8,2.0,1,0,55,623,642,3368.0,3.0,39473,3,8.4,1188.0,vivienda,funcionario,propiedad,superior,servicios,no,1
PRE000939,44,2849.0,1069.0,6957,24,313.0,11.0,8.0,2.7,0.2,0.0,0,0,0,681,735,6737.0,5.0,111903,0,2.4,1500.0,vivienda,funcionario,propiedad,basico,servicios,no,0
PRE000940,28,2551.0,1328.0,19345,12,1741.0,68.2,44.9,,5.4,1.0,1,1,15,648,650,27.0,2.0,53013,1,9.7,886.0,consumo,fijo,hipoteca,medio,servicios,no,0
PRE000941,36,2022.0,1099.0,7646,24,344.0,17.0,11.0,2.8,7.8,4.0,1,2,21,554,453,-1469.0,3.0,19789,0,11.1,358.0,vivienda,fijo,alquiler,medio,industria,si,0
PRE000942,26,3747.0,660.0,24975,36,749.0,20.0,17.0,6.2,9.0,0.0,0,0,0,755,736,5376.0,6.0,198550,1,4.0,2188.0,consumo,fijo,alquiler,medio,industria,no,0
PRE000943,38,,52.0,5804,60,104.0,4.4,4.3,8.1,10.7,,1,1,14,640,658,1068.0,2.0,47811,2,7.1,,consumo,fijo,propiedad,medio,servicios,no,0
PRE000944,48,1202.0,715.0,18823,48,424.0,35.2,22.1,1.1,7.4,1.0,3,0,69,517,439,,4.0,0,2,14.6,252.0,coche,funcionario,propiedad,superior,publico,si,1
PRE000945,41,2384.0,1478.0,10401,120,94.0,3.9,2.4,4.4,3.3,1.0,1,0,13,741,736,3689.0,4.0,180696,0,6.4,1250.0,consumo,fijo,propiedad,medio,servicios,no,0
PRE000946,28,,147.0,12722,120,114.0,10.8,9.5,7.3,4.0,0.0,0,2,29,499,446,-2000.0,3.0,0,2,13.1,551.0,vivienda,fijo,propiedad,medio,agrario,no,1
PRE000947,46,2018.0,1012.0,8470,120,76.0,3.8,2.5,6.7,7.9,4.0,0,2,44,484,441,-1699.0,5.0,0,2,12.2,925.0,consumo,fijo,alquiler,superior,servicios,no,0
PRE000948,42,1415.0,163.0,3326,96,37.0,2.6,2.4,6.3,0.9,2.0,0,0,19,611,579,4379.0,2.0,21622,2,8.5,777.0,negocio,funcionario,propiedad,superior,publico,no,0
PRE000949,39,,0.0,3500,24,158.0,3.5,,17.9,0.2,0.0,1,0,6,672,669,5050.0,,78608,1,6.1,1632.0,vivienda,fijo,hipoteca,medio,construccion,no,0
PRE000950,59,2734.0,1362.0,14607,48,329.0,12.0,8.0,3.9,7.9,0.0,1,0,10,770,804,9625.0,,195239,0,4.2,1797.0,coche,autonomo,alquiler,medio,publico,no,0
PRE000951,57,2512.0,1242.0,13810,24,,24.7,,5.3,1.0,1.0,0,1,25,696,705,4362.0,,104076,0,6.7,688.0,negocio,funcionario,hipoteca,medio,construccion,no,0
PRE000952,39,3419.0,1114.0,5915,48,133.0,3.9,2.9,3.9,0.6,,1,0,17,602,567,3353.0,4.0,93763,3,8.5,937.0,coche,fijo,hipoteca,superior,agrario,no,0
PRE000953,44,5762.0,911.0,11801,48,266.0,4.6,4.0,1.1,15.3,0.0,1,0,6,660,736,4904.0,5.0,126407,0,,1528.0,consumo,autonomo,hipoteca,medio,servicios,no,0
PRE000954,48,1244.0,802.0,5025,120,45.0,3.6,,1.2,0.5,2.0,1,0,28,511,417,-2000.0,3.0,0,1,13.4,849.0,consumo,autonomo,alquiler,basico,servicios,no,0
PRE000955,47,1920.0,1238.0,12376,12,1114.0,58.0,35.3,,1.8,0.0,0,1,29,535,552,3522.0,,5284,3,9.7,1187.0,consumo,fijo,propiedad,medio,publico,no,1
PRE000956,51,2424.0,0.0,4978,120,45.0,1.8,,15.6,4.5,1.0,0,0,0,691,729,6242.0,6.0,161989,1,7.4,932.0,consumo,fijo,hipoteca,medio,industria,si,0
PRE000957,37,5794.0,4462.0,23061,48,519.0,9.0,5.1,,5.3,1.0,0,2,30,584,498,3082.0,2.0,533,0,10.0,1461.0,estudios,temporal,propiedad,superior,servicios,si,0
PRE000958,27,,750.0,29639,72,445.0,18.8,14.3,9.8,5.8,,0,0,10,774,817,9145.0,4.0,178889,0,3.6,1533.0,consumo,temporal,propiedad,medio,agrario,no,0
PRE000959,69,1284.0,361.0,5881,48,132.0,10.3,8.0,1.4,7.3,,1,2,52,518,579,1051.0,4.0,21091,2,8.6,676.0,coche,fijo,hipoteca,medio,construccion,no,0
PRE000960,40,2493.0,148.0,11199,36,336.0,13.5,,3.7,5.0,1.0,2,0,0,814,831,7961.0,8.0,174621,0,3.8,,negocio,fijo,hipoteca,superior,construccion,no,0
PRE000961,41,3156.0,1764.0,10520,24,473.0,15.0,9.6,16.8,1.1,0.0,2,1,23,675,668,2434.0,2.0,65643,3,7.6,1840.0,vivienda,temporal,alquiler,medio,servicios,no,0
PRE000962,26,3260.0,1774.0,4910,120,44.0,1.4,0.9,,11.5,,0,0,12,605,591,59.0,2.0,92008,1,12.0,,consumo,temporal,hipoteca,basico,construccion,no,0
PRE000963,27,3029.0,1490.0,20191,96,227.0,7.5,5.0,0.9,3.1,4.0,0,0,12,715,763,3512.0,4.0,106770,0,4.4,1206.0,negocio,temporal,alquiler,basico,industria,no,1
PRE000964,51,3480.0,3906.0,7410,60,133.0,3.8,1.8,3.1,1.4,1.0,1,0,0,717,678,6244.0,,151107,1,4.2,421.0,negocio,fijo,propiedad,basico,servicios,no,1
PRE000965,53,3828.0,1227.0,14955,12,1346.0,35.2,26.6,1.8,2.3,2.0,1,0,23,565,526,783.0,3.0,2388,1,8.1,1172.0,vivienda,temporal,alquiler,medio,industria,si,0
PRE000966,44,5467.0,1701.0,6837,96,77.0,1.4,1.1,1.3,4.0,2.0,1,0,4,692,629,5030.0,7.0,87387,1,6.8,3227.0,consumo,fijo,propiedad,superior,industria,no,0
PRE000967,61,,2719.0,2616,120,24.0,0.8,,4.9,14.5,1.0,2,0,28,709,580,4993.0,3.0,118155,1,,312.0,estudios,temporal,propiedad,medio,servicios,no,0
PRE000968,49,2253.0,160.0,5372,96,60.0,2.7,2.5,4.3,8.0,1.0,1,2,15,677,624,4486.0,,53487,1,9.8,447.0,consumo,fijo,alquiler,medio,construccion,no,0
PRE000969,38,,66.0,25711,12,2314.0,114.5,110.9,8.4,0.7,1.0,0,0,24,626,621,6472.0,6.0,117023,1,8.9,533.0,estudios,fijo,hipoteca,basico,servicios,no,0
PRE000970,69,1533.0,1014.0,8452,72,127.0,8.3,5.0,4.6,1.6,1.0,0,0,5,684,716,5156.0,3.0,80035,4,7.7,662.0,coche,temporal,alquiler,superior,industria,si,0
PRE000971,39,2981.0,521.0,18904,36,567.0,19.0,16.2,,6.3,1.0,0,1,95,569,487,-1593.0,4.0,0,3,10.0,1578.0,coche,fijo,alquiler,superior,servicios,no,0
PRE000972,44,4714.0,2051.0,16174,60,291.0,6.2,4.3,7.4,3.6,3.0,0,0,23,592,492,,3.0,0,0,9.9,1665.0,consumo,fijo,propiedad,medio,industria,no,0
PRE000973,60,1788.0,246.0,28782,48,648.0,36.2,31.8,1.0,1.2,0.0,3,0,0,743,751,8671.0,5.0,125617,0,5.8,781.0,vivienda,temporal,hipoteca,superior,servicios,no,0
PRE000974,36,2214.0,276.0,11419,96,128.0,5.8,5.2,4.2,6.9,0.0,0,1,22,537,501,-1253.0,7.0,0,0,10.7,1135.0,coche,fijo,hipoteca,basico,servicios,no,0
PRE000975,59,4758.0,138.0,12317,24,554.0,11.6,11.3,0.8,3.8,1.0,0,2,21,596,565,,1.0,0,2,10.7,3274.0,negocio,autonomo,hipoteca,medio,industria,no,1
PRE000976,55,3302.0,2510.0,6184,48,139.0,4.2,2.4,10.9,5.7,0.0,0,1,3,706,675,6084.0,4.0,118966,1,5.7,1470.0,coche,fijo,hipoteca,medio,construccion,no,0
PRE000977,37,2851.0,,11364,60,205.0,7.2,7.2,0.3,5.6,1.0,0,3,10,653,700,5350.0,4.0,130094,1,6.3,1115.0,consumo,autonomo,propiedad,superior,agrario,no,0
PRE000978,33,3337.0,533.0,16417,48,369.0,11.1,9.5,1.3,1.1,2.0,1,0,17,552,603,-862.0,4.0,7967,2,11.9,1894.0,negocio,temporal,hipoteca,medio,servicios,si,0
PRE000979,45,1671.0,1018.0,9510,48,214.0,12.8,8.0,8.8,3.5,1.0,1,0,8,742,800,9319.0,7.0,132371,0,6.7,1022.0,coche,fijo,hipoteca,medio,servicios,no,0
PRE000980,40,,,4505,120,41.0,1.0,,0.1,0.2,2.0,2,0,9,618,626,,3.0,12410,2,9.7,1442.0,negocio,fijo,hipoteca,basico,construccion,no,0
PRE000981,48,1442.0,0.0,4469,36,134.0,9.3,9.3,2.1,5.1,,0,1,45,456,458,-1526.0,2.0,0,1,10.8,592.0,vivienda,autonomo,alquiler,medio,servicios,no,0
PRE000982,46,1284.0,437.0,16415,24,739.0,57.5,42.9,,1.0,2.0,1,0,19,610,551,5207.0,2.0,28661,0,10.5,508.0,estudios,autonomo,hipoteca,medio,servicios,no,0
PRE000983,44,3007.0,441.0,11678,48,263.0,8.7,7.6,12.1,16.2,0.0,1,0,37,721,674,3607.0,7.0,116795,1,7.2,924.0,vivienda,temporal,hipoteca,basico,servicios,si,0
PRE000984,22,2493.0,951.0,12052,96,136.0,5.4,3.9,4.4,8.6,3.0,2,0,37,559,565,,4.0,0,3,10.4,,negocio,fijo,hipoteca,basico,agrario,no,1
PRE000985,66,2362.0,898.0,19161,12,1724.0,73.0,52.9,0.1,3.7,1.0,0,0,32,682,747,4136.0,4.0,51006,0,8.7,,coche,fijo,alquiler,superior,construccion,si,0
PRE000986,50,,1453.0,5529,84,71.0,3.2,1.9,4.3,1.0,1.0,2,0,54,564,478,-863.0,0.0,10316,3,12.7,941.0,consumo,fijo,hipoteca,medio,industria,si,1
PRE000987,33,2064.0,1236.0,14806,36,444.0,21.5,13.5,3.0,5.8,1.0,1,2,27,496,432,,5.0,0,2,12.8,869.0,coche,fijo,propiedad,basico,construccion,si,0
PRE000988,30,2218.0,1612.0,3404,120,31.0,1.4,0.8,7.6,3.1,1.0,0,1,28,561,482,59.0,,0,1,12.5,449.0,estudios,fijo,propiedad,superior,publico,no,0
