id_estacion,no2_ugm3,no2_max_ugm3,nox_ugm3,pm10_ugm3,pm10_max_ugm3,pm25_ugm3,pm25_max_ugm3,o3_ugm3,o3_max_ugm3,so2_ugm3,co_mgm3,benceno_ugm3,nh3_ugm3,ruido_db,trafico_indice,intensidad_trafico,pct_vehiculos_pesados,densidad_poblacion,dist_industria_km,dist_via_principal_m,superficie_verde_pct,temp_media_c,humedad_pct,viento_kmh,precipitacion_mm,radiacion_solar,altitud_m,num_dias_superacion,entorno
EST001264,28.0,77,53.0,34,97,21,59.0,52.0,89,17.5,0.59,,5.5,,45,15624.0,13.0,1805,2.7,248,24.5,16.3,74.0,13.5,670,475,641,32,costa
EST001265,22.0,71,44.0,28,82,18,33.0,62.0,100,4.8,0.23,1.07,14.6,,45,9931.0,7.8,1345,5.4,298,29.7,15.1,54.0,16.2,546,507,600,14,interior
EST001266,23.0,55,50.0,24,68,15,35.0,58.0,86,1.5,0.35,0.39,6.8,44.3,17,9091.0,5.4,94,11.0,446,22.7,13.4,71.0,11.9,715,506,474,4,costa
EST001267,12.0,10,22.0,26,41,18,48.0,79.0,165,0.0,0.16,0.62,,52.1,21,4107.0,4.9,463,6.3,318,46.0,12.7,54.0,15.2,483,444,386,12,interior
EST001268,27.0,89,51.0,25,69,14,45.0,53.0,102,7.4,0.51,1.48,8.0,51.5,55,18891.0,7.9,3192,9.1,365,14.7,13.8,,13.9,496,292,0,13,costa
EST001269,51.0,137,94.0,33,89,20,43.0,35.0,58,4.8,1.12,,0.5,67.1,97,36907.0,11.9,7185,9.2,5,1.1,16.2,,7.8,753,526,698,16,costa
EST001270,22.0,46,40.0,21,50,19,,93.0,191,2.1,0.12,0.6,18.0,,42,8008.0,8.9,2122,5.4,230,40.3,20.2,52.0,14.1,735,511,788,18,costa
EST001271,38.0,71,67.0,17,44,7,22.0,,98,0.0,0.72,,2.1,61.9,54,21325.0,7.9,5272,11.1,227,14.3,14.1,57.0,17.8,912,488,311,2,costa
EST001272,16.0,53,22.0,20,59,16,54.0,83.0,197,0.0,0.2,0.1,10.5,56.6,24,2646.0,0.0,59,11.2,359,34.5,15.3,64.0,8.9,562,508,0,6,interior
EST001273,44.0,113,77.0,32,72,24,68.0,37.0,58,10.0,,1.17,5.2,62.8,59,21144.0,,4823,6.2,153,7.0,13.7,54.0,13.1,535,514,652,21,interior
EST001274,45.0,128,,28,70,21,52.0,42.0,68,0.0,1.03,1.24,6.5,66.0,77,21837.0,,5783,9.4,45,14.6,14.6,56.0,15.3,375,377,181,7,costa
EST001275,20.0,47,35.0,20,55,14,33.0,56.0,139,2.5,0.24,0.27,,,39,12451.0,3.6,2192,9.6,195,36.0,20.3,73.0,12.0,703,394,306,0,interior
EST001276,10.0,27,9.0,22,44,7,14.0,77.0,156,3.1,,0.39,16.8,47.5,6,100.0,,20,5.7,517,53.3,18.2,53.0,16.1,779,335,218,11,interior
EST001277,27.0,62,40.0,13,16,7,19.0,53.0,91,1.3,0.18,0.5,12.4,47.1,38,2840.0,6.2,1391,6.2,280,47.1,20.2,58.0,14.4,489,421,702,1,interior
EST001278,37.0,111,68.0,36,80,20,,52.0,100,19.7,,1.87,8.3,65.9,52,19506.0,12.9,4822,0.6,197,14.8,19.1,88.0,13.7,584,408,682,44,costa
EST001279,57.0,165,113.0,34,92,21,69.0,28.0,66,10.9,,2.28,2.5,65.9,81,31232.0,,5590,7.1,140,6.0,15.3,70.0,10.3,305,527,64,24,costa
EST001280,46.0,113,74.0,31,71,18,36.0,,79,5.7,0.8,1.88,2.0,,95,28621.0,10.8,6851,6.5,198,7.2,12.9,61.0,15.0,531,378,323,21,interior
EST001281,41.0,87,79.0,34,77,23,52.0,62.0,126,7.2,0.54,1.46,5.0,,80,,,5122,4.8,185,15.7,16.8,67.0,14.6,281,370,756,21,interior
EST001282,65.0,212,115.0,32,75,18,31.0,33.0,54,0.0,1.06,1.02,0.5,72.6,100,39907.0,8.1,8835,12.7,5,1.9,16.4,65.0,9.6,743,464,276,9,interior
EST001283,,121,69.0,26,44,13,28.0,54.0,109,3.1,0.53,1.47,,58.4,70,17574.0,,3782,5.7,173,14.9,11.5,66.0,11.7,219,457,595,23,interior
EST001284,21.0,49,34.0,25,47,22,54.0,69.0,148,0.0,0.28,0.13,16.6,49.1,33,5311.0,1.1,1708,10.0,187,43.6,16.2,,8.5,498,495,653,9,interior
EST001285,35.0,110,68.0,22,52,14,23.0,44.0,80,7.4,,1.15,3.7,56.4,68,18548.0,7.4,4708,7.1,395,12.0,12.9,75.0,,549,605,737,12,interior
EST001286,36.0,88,55.0,29,72,18,,38.0,57,10.7,0.44,1.52,2.2,54.7,57,17032.0,9.9,4309,3.0,257,15.9,14.4,79.0,7.9,155,469,242,24,interior
EST001287,51.0,183,101.0,41,79,25,56.0,41.0,94,4.5,1.07,1.25,5.9,66.1,86,35080.0,9.9,6383,12.6,66,6.8,15.3,70.0,6.0,142,403,506,17,interior
EST001288,24.0,53,,21,37,10,8.0,76.0,151,6.8,0.44,1.0,4.3,,58,11918.0,8.6,2066,5.3,256,25.4,14.0,64.0,2.3,417,445,207,21,interior
EST001289,46.0,115,,33,68,20,43.0,43.0,74,10.0,0.96,2.0,4.2,,88,30693.0,12.3,6584,4.6,134,11.9,14.7,70.0,9.5,368,269,818,30,costa
EST001290,31.0,59,,26,79,17,51.0,63.0,115,0.0,0.49,0.68,7.0,49.8,48,15073.0,0.0,4050,9.4,199,17.7,13.4,66.0,17.0,647,194,516,7,costa
EST001291,50.0,141,82.0,37,94,23,54.0,49.0,90,8.6,1.0,1.66,0.5,63.1,86,32220.0,14.1,6558,7.5,94,9.0,11.4,59.0,9.2,734,390,210,32,interior
EST001292,36.0,99,73.0,32,49,19,52.0,60.0,157,16.2,0.54,1.92,0.5,,59,21298.0,14.7,4103,3.4,272,12.1,14.7,74.0,13.0,466,419,229,41,costa
EST001293,44.0,140,80.0,19,58,11,21.0,51.0,97,2.9,0.62,0.9,4.8,55.2,77,27033.0,7.9,5106,4.1,114,5.5,18.5,84.0,15.2,839,342,589,9,costa
EST001294,38.0,88,83.0,21,26,13,36.0,48.0,77,5.1,0.71,1.91,0.5,66.3,77,27234.0,11.0,6498,7.5,234,17.4,19.3,,5.6,451,526,610,14,interior
EST001295,37.0,112,65.0,27,72,15,32.0,50.0,99,7.8,0.7,1.28,3.6,,50,22453.0,4.1,3752,7.7,323,10.3,15.9,79.0,17.5,622,354,0,17,costa
EST001296,35.0,117,62.0,29,51,17,31.0,60.0,150,27.9,0.48,,4.0,54.6,48,17082.0,20.5,3508,1.6,185,2.9,11.9,85.0,8.1,481,561,739,59,costa
EST001297,,165,102.0,33,102,23,43.0,36.0,61,0.0,,0.72,3.7,62.2,97,33954.0,,8058,10.2,84,4.9,11.5,80.0,21.7,524,402,620,7,costa
EST001298,10.0,33,25.0,14,42,12,38.0,77.0,150,1.5,0.1,0.1,18.3,40.3,8,100.0,6.3,20,8.2,430,52.0,14.6,56.0,16.7,534,458,759,9,interior
EST001299,38.0,101,69.0,32,71,17,38.0,42.0,58,0.0,0.81,1.23,2.2,56.4,68,23916.0,8.5,5043,6.1,166,12.9,20.4,56.0,18.3,568,425,317,10,costa
EST001300,26.0,59,51.0,24,51,20,54.0,80.0,125,0.0,0.21,0.2,16.6,53.5,29,,1.2,618,10.8,328,35.9,15.1,69.0,12.6,534,348,86,4,costa
EST001301,33.0,97,,19,33,7,34.0,40.0,86,7.8,0.6,,2.4,66.8,65,19724.0,8.4,5211,4.6,219,14.7,15.3,59.0,11.2,621,329,474,6,interior
EST001302,49.0,131,87.0,37,86,27,72.0,34.0,49,15.9,1.09,2.02,6.5,64.4,76,33924.0,15.6,6658,5.9,106,0.0,15.7,57.0,14.3,485,361,273,30,costa
EST001303,23.0,59,49.0,37,74,31,81.0,52.0,91,24.8,,1.26,5.9,54.6,28,100.0,11.4,929,1.4,330,19.2,15.0,73.0,12.6,715,274,808,44,interior
EST001304,30.0,95,52.0,23,73,9,15.0,60.0,105,18.2,0.48,2.17,7.9,53.9,50,15121.0,11.3,2969,1.7,270,26.0,18.7,71.0,17.9,337,314,736,34,costa
EST001305,17.0,32,43.0,33,73,21,60.0,59.0,114,19.0,0.41,1.47,4.3,52.3,41,11069.0,13.1,402,3.1,268,21.1,16.6,68.0,17.8,659,431,503,39,costa
EST001306,50.0,138,100.0,29,40,20,42.0,67.0,118,2.9,0.86,1.04,0.5,62.9,71,29416.0,,6498,8.9,35,10.8,12.6,65.0,12.5,644,528,0,23,interior
EST001307,19.0,65,39.0,30,53,18,,69.0,129,0.0,0.32,,13.6,50.3,22,7491.0,3.1,1868,5.5,329,30.9,13.9,81.0,9.1,744,350,326,2,interior
EST001308,2.0,10,14.0,17,33,13,45.0,64.0,153,3.5,0.1,0.1,16.1,42.8,8,100.0,6.9,20,6.5,236,38.9,13.5,52.0,24.3,757,422,395,7,costa
EST001309,61.0,163,99.0,27,75,15,45.0,25.0,24,7.5,0.92,,3.0,71.0,90,40614.0,12.4,8471,7.2,5,2.6,27.0,45.0,9.1,418,309,396,24,interior
EST001310,20.0,70,32.0,20,46,13,19.0,66.0,129,2.5,0.22,0.1,17.4,45.1,14,1420.0,4.9,3150,8.2,325,,10.7,64.0,14.0,539,621,0,11,costa
EST001311,47.0,118,81.0,32,82,20,47.0,48.0,104,2.5,0.84,1.01,3.5,,52,,6.6,4077,6.7,98,8.8,16.0,64.0,7.0,644,453,366,6,interior
EST001312,38.0,92,71.0,34,62,21,45.0,59.0,102,15.0,0.59,1.92,2.9,,57,26214.0,,3813,9.6,192,18.8,18.8,84.0,20.1,637,393,448,35,costa
EST001313,,48,24.0,24,34,20,49.0,74.0,118,6.5,0.2,0.98,14.2,54.3,31,7063.0,5.7,1862,6.8,324,47.5,18.2,,9.3,310,312,272,15,interior
EST001314,15.0,35,20.0,20,56,12,,64.0,112,5.0,0.22,0.73,17.9,45.6,21,100.0,,769,7.7,475,51.6,19.7,83.0,13.5,577,426,748,9,costa
EST001315,40.0,93,67.0,32,75,21,35.0,51.0,83,3.1,0.85,1.13,1.1,57.0,80,26131.0,12.5,5564,7.8,195,11.8,16.2,70.0,3.7,269,465,548,26,interior
EST001316,,81,39.0,39,93,22,57.0,69.0,144,14.7,0.31,1.82,4.6,58.6,38,12990.0,8.6,1164,3.6,438,27.3,13.6,66.0,13.4,811,431,300,37,interior
EST001317,39.0,104,76.0,35,75,15,36.0,48.0,67,17.0,,,5.1,56.9,64,24028.0,16.6,3679,7.1,99,1.6,14.0,64.0,13.1,440,356,176,32,costa
EST001318,46.0,133,80.0,44,85,22,59.0,45.0,129,15.6,0.84,2.04,4.2,,77,28673.0,14.2,5198,5.4,5,6.8,13.4,77.0,17.3,592,656,584,33,costa
EST001319,44.0,145,84.0,33,97,26,59.0,69.0,142,19.6,0.51,2.01,5.4,58.3,57,22407.0,,5270,4.1,231,16.9,18.3,62.0,11.6,396,412,823,38,costa
EST001320,,60,,8,24,15,36.0,,141,0.0,0.22,0.39,12.8,44.9,11,10623.0,5.2,1860,8.5,468,29.9,12.0,75.0,7.7,736,493,238,0,interior
EST001321,40.0,128,81.0,28,82,16,38.0,60.0,96,5.6,0.63,1.64,2.9,55.6,48,21476.0,8.9,5726,8.1,279,10.6,17.5,69.0,,418,359,460,22,costa
EST001322,48.0,155,84.0,27,54,18,42.0,,99,10.0,0.87,,5.1,70.9,63,23496.0,8.0,6389,7.6,123,6.6,23.3,68.0,15.9,526,451,186,21,interior
EST001323,10.0,58,14.0,25,66,19,54.0,87.0,156,8.4,0.35,0.94,16.9,53.0,21,3385.0,3.6,225,11.6,408,40.2,15.1,61.0,7.3,264,509,282,12,interior
EST001324,,39,43.0,23,50,14,23.0,68.0,114,5.6,0.46,0.6,3.4,52.9,40,14291.0,2.8,4064,8.7,158,20.2,22.4,89.0,13.1,365,348,411,12,costa
EST001325,26.0,77,48.0,27,63,16,35.0,,132,19.5,,1.24,,55.2,51,11698.0,12.1,3957,0.5,324,16.9,16.9,50.0,6.7,669,448,561,31,interior
EST001326,40.0,136,70.0,25,70,15,51.0,38.0,58,10.0,0.53,1.66,3.3,62.4,51,16622.0,10.1,3661,8.6,286,8.4,17.2,71.0,13.8,750,332,489,12,interior
EST001327,,129,77.0,22,50,20,60.0,68.0,103,0.1,0.58,1.03,3.3,58.6,58,18788.0,10.9,4538,7.9,374,11.0,12.9,,10.2,481,442,84,8,interior
EST001328,34.0,88,52.0,24,64,17,42.0,61.0,104,1.0,0.6,0.39,11.3,56.9,63,15938.0,,2725,5.1,252,36.4,15.8,55.0,10.5,321,445,95,17,interior
EST001329,23.0,76,44.0,36,114,14,38.0,43.0,108,24.9,0.36,2.05,5.0,48.5,53,,11.7,2992,0.1,250,17.7,15.4,65.0,13.7,558,442,636,47,costa
EST001330,28.0,70,55.0,22,49,14,18.0,55.0,115,0.0,0.53,0.1,5.9,53.9,55,13346.0,4.7,3167,8.9,204,24.6,13.2,60.0,15.3,543,378,385,3,interior
EST001331,50.0,175,85.0,33,82,13,19.0,41.0,84,13.7,0.67,,0.5,62.6,100,32365.0,12.6,6901,10.2,203,4.0,16.2,92.0,,479,462,596,35,costa
EST001332,,75,64.0,19,45,7,13.0,61.0,110,0.6,0.69,0.78,1.4,62.4,67,25414.0,8.5,6093,8.9,62,12.5,16.7,59.0,15.1,774,453,424,12,costa
EST001333,20.0,59,23.0,16,23,13,28.0,81.0,116,0.0,0.1,0.1,,48.9,9,1102.0,1.1,20,10.9,303,43.9,10.4,,10.5,642,315,101,2,costa
EST001334,7.0,24,10.0,10,27,11,,78.0,138,1.2,0.18,0.1,19.8,,13,100.0,3.8,20,5.8,470,43.5,16.0,75.0,10.9,533,370,148,1,interior
EST001335,49.0,130,75.0,38,75,21,41.0,23.0,75,10.6,0.76,1.8,2.6,64.0,66,28211.0,16.5,6116,7.4,65,3.1,12.0,88.0,15.7,440,480,143,32,costa
EST001336,37.0,118,63.0,37,84,24,59.0,,115,8.7,0.42,1.1,7.0,52.8,45,17801.0,9.1,3505,8.9,424,14.4,13.3,91.0,12.2,477,457,542,30,costa
EST001337,50.0,146,,26,76,20,46.0,63.0,106,0.0,0.72,0.74,0.7,54.8,59,24211.0,5.1,5168,8.5,259,8.7,16.3,89.0,17.4,492,313,117,21,costa
EST001338,38.0,105,64.0,48,121,29,60.0,53.0,78,27.8,0.64,2.46,4.9,59.5,43,15302.0,18.8,3713,1.9,155,15.0,15.1,79.0,13.2,739,389,533,59,costa
EST001339,38.0,118,73.0,19,48,8,16.0,37.0,74,3.9,0.55,0.97,7.6,,52,22240.0,7.9,4307,9.2,157,15.2,19.5,57.0,10.7,351,319,13,8,interior
EST001340,12.0,42,14.0,15,23,9,13.0,81.0,129,0.0,0.1,0.1,16.3,45.7,11,1589.0,3.5,20,12.1,468,48.6,13.4,70.0,16.1,194,440,707,9,costa
EST001341,,25,32.0,22,52,8,29.0,60.0,101,4.5,0.21,0.39,15.8,,23,2052.0,6.5,59,8.0,363,40.2,21.7,59.0,11.2,709,422,371,2,interior
EST001342,,195,,31,81,12,30.0,50.0,89,6.3,,1.64,4.7,68.0,90,35174.0,,7618,1.8,5,3.7,16.1,82.0,14.6,390,332,132,32,costa
EST001343,59.0,176,107.0,27,79,18,47.0,34.0,91,0.0,1.03,1.16,0.5,71.2,100,41974.0,9.5,9375,6.6,48,3.9,15.1,44.0,5.7,590,445,201,1,interior
EST001344,25.0,58,42.0,34,75,17,36.0,65.0,114,23.8,0.55,1.78,6.6,52.1,42,14879.0,14.5,2486,2.7,353,17.4,19.9,77.0,16.4,555,509,499,45,costa
EST001345,22.0,55,39.0,3,13,4,5.0,70.0,116,0.0,0.4,0.1,17.5,47.1,39,11879.0,4.6,20,8.2,364,40.4,13.7,82.0,15.8,587,437,573,0,costa
EST001346,32.0,79,60.0,27,56,17,51.0,43.0,60,5.9,0.76,1.64,4.8,56.9,65,19373.0,,5113,7.2,23,17.7,14.6,,5.5,748,342,249,12,interior
EST001347,20.0,74,,34,79,28,65.0,64.0,127,16.8,,1.05,2.8,44.9,42,9835.0,14.2,1276,0.1,294,3.7,17.9,75.0,17.9,288,516,77,32,interior
EST001348,23.0,77,43.0,26,56,15,52.0,73.0,141,17.8,0.46,1.29,5.2,57.7,39,15671.0,8.6,3720,2.2,266,17.7,20.4,64.0,16.7,334,489,92,33,costa
EST001349,52.0,167,94.0,25,48,14,29.0,25.0,45,7.4,0.77,,4.4,62.7,85,37806.0,13.8,7093,5.6,27,0.0,16.0,54.0,17.0,834,541,437,18,costa
EST001350,35.0,85,62.0,24,32,14,45.0,60.0,129,5.4,0.51,1.35,2.5,53.2,45,16803.0,7.5,3073,8.2,303,26.0,14.7,74.0,19.2,442,542,0,15,costa
EST001351,21.0,48,49.0,22,50,10,13.0,56.0,113,9.5,0.42,0.68,9.1,50.6,45,19943.0,10.3,3398,7.2,326,18.6,18.9,59.0,8.5,890,377,211,9,costa
EST001352,43.0,117,83.0,44,110,28,,49.0,64,28.0,,2.71,2.5,50.6,68,22617.0,13.5,2872,1.4,252,13.3,18.2,58.0,14.3,332,477,510,59,costa
EST001353,60.0,143,122.0,32,65,21,59.0,33.0,84,3.9,1.14,2.17,3.6,71.5,100,40492.0,10.2,8550,4.2,5,0.0,11.7,,11.6,340,512,635,25,interior
EST001354,31.0,89,51.0,23,39,12,47.0,67.0,105,4.5,0.48,0.8,4.5,51.6,45,12268.0,5.4,1866,8.5,254,17.5,16.5,45.0,,493,364,81,19,interior
EST001355,21.0,32,36.0,30,84,18,36.0,66.0,132,16.5,0.14,,6.0,,39,10413.0,12.4,3566,7.5,348,23.6,19.8,,,976,222,115,38,costa
EST001356,50.0,127,95.0,31,50,21,44.0,56.0,113,1.3,0.69,1.63,2.4,61.3,72,33776.0,10.0,5282,8.6,105,11.1,14.5,56.0,9.9,845,409,28,20,interior
EST001357,38.0,76,63.0,34,69,25,52.0,,102,1.3,0.62,1.43,2.7,60.3,78,,12.3,4328,8.2,100,3.6,24.1,,11.7,428,571,556,11,interior
EST001358,54.0,149,,29,63,16,38.0,48.0,95,1.5,0.9,0.57,4.4,61.7,71,26366.0,8.5,5054,8.0,5,4.3,19.0,71.0,15.0,120,352,919,16,costa
EST001359,51.0,156,,41,81,31,,43.0,70,9.8,0.85,1.77,3.5,69.9,77,28884.0,15.6,4979,4.0,112,1.7,15.2,65.0,14.7,380,488,231,33,interior
EST001360,34.0,80,59.0,32,80,28,68.0,62.0,91,0.0,0.76,1.09,3.3,60.9,73,22856.0,5.8,4783,10.1,226,12.3,14.8,79.0,14.3,711,411,223,15,interior
EST001361,,53,,39,93,24,59.0,58.0,100,20.8,0.68,,3.5,58.5,63,23619.0,16.8,3078,7.1,61,12.8,17.8,68.0,18.3,527,363,152,41,costa
EST001362,34.0,97,60.0,32,70,25,60.0,,55,8.4,0.73,1.34,3.4,73.3,40,22896.0,9.3,3650,7.0,103,,15.9,63.0,5.2,668,426,475,14,interior
EST001363,41.0,113,67.0,18,59,12,23.0,53.0,69,2.3,0.57,1.4,4.8,,61,27035.0,9.4,5118,7.3,150,20.4,14.7,60.0,11.3,660,404,557,14,interior
EST001364,40.0,124,53.0,19,40,11,37.0,56.0,130,2.1,0.39,0.95,8.0,,64,18954.0,4.2,4938,11.3,230,1.9,12.9,65.0,14.0,675,642,202,10,costa
EST001365,35.0,110,58.0,30,81,17,31.0,54.0,116,15.8,0.34,1.7,5.2,49.9,25,9853.0,15.6,3171,2.5,277,16.7,14.4,66.0,16.6,478,348,762,35,costa
EST001366,46.0,115,82.0,24,44,15,45.0,52.0,91,0.7,0.81,0.99,4.0,,71,26079.0,9.7,7172,5.2,189,10.6,19.3,58.0,11.1,585,344,362,6,interior
EST001367,53.0,158,89.0,24,74,14,35.0,36.0,65,0.0,0.82,1.55,4.6,69.5,72,22717.0,9.2,5375,7.3,155,2.4,15.9,67.0,9.8,694,536,692,17,costa
EST001368,29.0,74,42.0,15,34,15,40.0,,193,2.5,0.24,,19.2,,36,7053.0,7.9,20,7.6,364,42.1,19.8,83.0,17.6,998,639,490,8,costa
EST001369,2.0,13,3.0,18,33,9,27.0,109.0,210,0.0,0.1,,16.6,44.9,19,100.0,2.3,20,9.8,504,44.9,15.7,56.0,18.1,629,547,300,8,costa
EST001370,49.0,138,86.0,39,79,25,56.0,,135,4.1,0.85,1.66,0.6,68.6,75,28493.0,9.1,4761,10.3,130,24.0,12.2,55.0,18.6,667,634,0,17,costa
EST001371,23.0,48,46.0,26,42,18,41.0,69.0,151,6.1,,0.67,6.5,56.5,49,11486.0,7.0,1725,9.6,272,29.9,22.9,66.0,14.8,359,567,434,15,interior
EST001372,31.0,84,59.0,29,64,20,50.0,66.0,118,0.6,0.7,0.96,3.9,64.6,37,18790.0,9.1,3243,10.0,295,13.6,20.3,63.0,,661,396,652,15,costa
EST001373,26.0,61,49.0,35,72,22,57.0,,91,18.6,0.41,1.2,7.1,,45,12292.0,10.9,2278,5.3,260,7.0,19.4,67.0,14.6,610,464,326,28,interior
EST001374,26.0,78,46.0,32,75,23,60.0,81.0,146,21.6,0.21,1.63,7.3,42.6,36,7259.0,13.5,757,7.1,396,26.1,16.1,52.0,16.1,671,482,533,39,interior
EST001375,41.0,103,,20,37,14,32.0,42.0,60,5.5,0.71,1.51,2.1,62.4,63,27351.0,8.9,4727,10.8,170,3.7,17.5,95.0,16.2,678,436,376,16,costa
EST001376,45.0,103,75.0,25,60,9,27.0,62.0,104,0.0,0.74,1.16,5.3,57.8,76,25994.0,5.4,4733,5.1,153,,20.0,87.0,12.4,261,475,185,11,costa
EST001377,33.0,127,63.0,30,81,23,61.0,53.0,81,14.7,0.41,1.81,3.7,54.4,68,18103.0,12.3,5659,3.0,223,8.2,15.7,61.0,11.3,640,440,227,27,interior
EST001378,44.0,126,85.0,24,51,9,,28.0,61,0.0,0.64,0.53,4.8,,65,18221.0,3.8,3312,7.6,196,20.4,17.7,68.0,5.8,493,466,0,1,costa
EST001379,25.0,54,48.0,29,49,20,42.0,63.0,117,12.3,0.49,1.44,2.9,48.0,37,12645.0,,2699,5.0,193,15.8,19.9,57.0,,344,329,123,29,costa
EST001380,29.0,91,46.0,17,27,7,21.0,76.0,138,2.4,0.42,0.47,5.9,57.7,39,,3.1,1910,13.1,179,21.5,18.2,50.0,16.5,487,545,256,0,interior
EST001381,33.0,86,55.0,28,45,19,35.0,62.0,125,8.9,0.62,1.71,2.2,55.9,43,16786.0,7.8,2984,3.0,303,16.4,17.9,76.0,13.8,502,364,613,22,costa
EST001382,48.0,123,69.0,22,39,15,20.0,63.0,103,10.7,0.8,1.65,2.2,,65,17392.0,11.9,6629,9.6,264,,16.8,63.0,9.8,834,411,463,27,costa
EST001383,9.0,34,15.0,14,29,14,34.0,78.0,163,5.6,0.11,0.1,19.0,42.6,13,100.0,3.2,20,7.9,356,45.5,11.3,,8.5,486,483,953,0,costa
EST001384,35.0,110,59.0,20,41,14,36.0,44.0,66,3.1,0.65,1.6,5.5,51.8,53,20896.0,,3987,7.2,140,2.2,20.3,59.0,17.4,832,387,353,4,costa
EST001385,5.0,13,4.0,15,38,6,26.0,88.0,165,1.2,0.18,0.1,19.0,48.0,17,6984.0,,20,7.2,306,32.7,21.3,54.0,12.2,984,470,496,4,interior
EST001386,28.0,94,48.0,31,65,22,45.0,75.0,130,17.5,,1.29,4.4,55.0,41,8954.0,6.6,2346,4.8,316,11.6,13.6,54.0,10.9,752,388,307,42,costa
EST001387,31.0,92,57.0,38,91,22,,69.0,136,26.7,0.46,2.53,1.1,58.7,40,15177.0,16.5,2356,1.6,370,12.7,21.0,,9.6,939,461,299,55,interior
EST001388,43.0,97,84.0,33,70,22,46.0,48.0,119,1.7,1.1,1.02,4.2,64.1,73,26422.0,7.7,6794,7.9,97,15.1,21.3,59.0,13.8,897,445,495,17,costa
EST001389,58.0,136,91.0,28,53,20,33.0,39.0,59,6.8,0.97,1.63,2.6,,100,29012.0,8.6,7018,9.0,177,18.3,10.2,60.0,14.9,571,496,775,24,interior
EST001390,15.0,17,29.0,7,21,5,17.0,91.0,157,0.0,0.15,0.1,14.5,52.0,17,5246.0,3.1,20,5.7,387,37.3,19.8,73.0,12.0,551,556,557,0,costa
EST001391,33.0,83,66.0,35,72,24,57.0,42.0,77,7.2,,1.56,2.6,58.7,45,18369.0,5.5,4859,6.0,187,14.7,17.7,59.0,21.3,804,540,733,25,interior
EST001392,,95,40.0,31,62,17,54.0,50.0,99,14.2,0.34,1.22,4.3,47.1,37,18065.0,12.6,3036,7.1,106,19.4,11.9,65.0,17.4,608,439,527,25,costa
EST001393,31.0,102,,25,70,18,41.0,67.0,119,0.3,0.73,1.23,4.6,65.5,56,15919.0,5.6,3599,7.1,170,23.7,13.4,54.0,10.3,648,574,394,9,interior
EST001394,8.0,10,12.0,18,47,12,36.0,99.0,172,1.4,0.1,0.36,17.1,49.0,0,100.0,7.1,20,7.9,291,46.4,16.2,65.0,,549,376,281,15,interior
EST001395,21.0,46,47.0,26,73,12,35.0,60.0,108,11.3,0.48,1.66,,,45,10301.0,8.5,1331,4.2,393,17.9,11.9,68.0,19.3,600,374,473,22,costa
EST001396,47.0,131,89.0,37,87,20,49.0,40.0,95,0.5,0.96,,2.5,,78,28753.0,6.8,6705,9.2,5,0.0,20.3,64.0,10.0,411,391,473,13,interior
EST001397,,97,,33,85,19,43.0,45.0,103,21.0,0.52,2.23,,56.0,52,11339.0,16.8,3618,3.2,278,13.1,15.2,50.0,13.4,539,401,562,40,interior
EST001398,33.0,62,,19,29,11,19.0,64.0,123,3.2,0.44,0.93,7.4,49.8,33,2881.0,4.5,1644,9.6,248,25.8,18.8,72.0,7.6,914,286,41,15,costa
EST001399,12.0,32,,11,32,10,21.0,61.0,107,0.0,0.1,,15.9,45.2,30,6671.0,2.2,1350,11.4,359,42.8,16.8,86.0,16.4,635,389,173,0,costa
EST001400,18.0,35,23.0,4,12,2,11.0,72.0,110,0.0,0.27,0.1,13.4,49.4,17,100.0,0.2,786,13.9,384,43.5,22.9,74.0,12.6,878,457,462,0,costa
EST001401,36.0,100,58.0,20,68,14,33.0,48.0,85,5.5,0.56,0.81,7.5,52.3,46,14988.0,11.5,3749,10.4,243,13.8,11.9,75.0,21.2,251,534,404,13,costa
EST001402,50.0,133,92.0,42,114,24,55.0,33.0,72,1.1,,1.76,4.1,66.2,84,34474.0,8.8,7357,6.1,47,16.2,16.4,,12.9,469,388,350,31,costa
EST001403,,47,,33,64,19,,62.0,116,14.3,,1.34,9.9,57.2,39,6762.0,10.8,2002,8.3,309,13.2,18.8,62.0,10.5,549,445,572,28,interior
EST001404,8.0,18,,24,53,15,37.0,,168,4.4,0.1,0.48,18.0,47.9,0,100.0,6.7,20,5.4,508,51.1,17.5,70.0,21.9,502,545,420,9,costa
EST001405,28.0,69,49.0,32,75,24,68.0,57.0,120,17.6,0.45,2.16,4.1,57.8,46,13949.0,14.7,2458,3.8,281,17.5,17.7,52.0,19.2,278,502,949,32,interior
EST001406,42.0,104,82.0,26,59,12,19.0,37.0,81,0.0,0.97,1.19,3.2,57.3,50,,5.6,4334,8.4,5,12.8,10.5,69.0,15.3,163,488,0,3,interior
EST001407,44.0,132,79.0,30,64,19,49.0,45.0,118,4.8,0.9,1.52,1.9,62.5,74,31230.0,6.2,6696,9.8,142,4.1,19.2,55.0,9.6,557,410,355,21,interior
EST001408,35.0,100,78.0,28,66,21,48.0,42.0,65,0.0,0.7,0.85,,67.7,62,21503.0,7.9,4543,8.9,60,7.0,18.6,61.0,,427,380,934,0,costa
EST001409,46.0,154,93.0,25,50,13,30.0,48.0,97,8.7,0.79,1.98,2.4,63.6,82,29549.0,10.3,8219,9.0,5,6.0,14.2,70.0,12.1,826,475,0,11,costa
