id_zona,ndvi,ndre,ndwi,indice_clorofila_spad,temp_canopia_c,humedad_suelo_pct,indice_estres_hidrico,nitrogeno_foliar_pct,fosforo_suelo_ppm,potasio_suelo_ppm,capturas_trampa_num,dist_foco_plaga_m,horas_humectacion_foliar,tipo_cultivo,fase_fenologica,sistema_riego,tipo_estres_dominante
EST002413,0.71,0.289,0.49,38.8,24.4,37.2,0.25,2.76,13,203,6,329,9.9,maiz,maduracion,goteo,nutricional
EST002414,0.77,0.34,0.47,,20.0,44.9,0.26,2.15,18,218,9,219,10.5,maiz,floracion,goteo,sin_estres
EST002415,0.64,0.286,0.19,56.8,27.0,15.3,0.66,3.1,14,163,14,390,6.0,citricos,vegetativo,secano,hidrico
EST002416,0.84,0.305,0.36,,19.4,37.7,0.17,2.69,18,172,9,260,6.6,maiz,maduracion,aspersion,sin_estres
EST002417,0.59,0.243,0.19,35.2,29.7,17.8,0.56,,14,93,9,188,10.6,vid,vegetativo,secano,hidrico
EST002418,0.58,0.28,0.21,41.6,32.9,14.2,0.53,2.98,21,126,8,232,8.4,vid,germinacion,secano,hidrico
EST002419,0.69,0.279,0.25,45.3,29.0,22.6,0.6,2.8,18,194,5,361,2.7,horticola,vegetativo,aspersion,hidrico
EST002420,0.62,0.308,,36.9,34.3,18.0,0.6,2.59,15,110,9,220,9.4,horticola,germinacion,secano,hidrico
EST002421,0.72,,0.39,39.2,27.3,26.3,0.36,3.48,24,190,10,301,10.6,vid,vegetativo,aspersion,biotico
EST002422,0.88,0.391,0.48,53.9,16.1,39.8,0.22,3.31,26,220,6,344,4.8,citricos,vegetativo,secano,sin_estres
EST002423,0.54,0.37,0.04,41.3,30.1,18.9,0.69,2.91,24,185,25,163,11.8,citricos,floracion,aspersion,biotico
EST002424,0.88,0.341,0.26,53.1,35.5,25.8,0.49,3.53,21,199,0,421,1.5,citricos,vegetativo,aspersion,sin_estres
EST002425,0.76,0.356,0.38,54.9,18.6,42.8,0.26,2.69,27,242,24,130,14.6,horticola,vegetativo,goteo,biotico
EST002426,0.57,0.287,0.03,,33.3,19.5,0.72,2.91,17,173,7,216,6.7,maiz,germinacion,secano,hidrico
EST002427,,0.39,0.54,48.5,13.6,46.5,0.12,3.54,22,217,3,276,5.9,trigo,vegetativo,goteo,sin_estres
EST002428,0.76,0.35,0.09,49.6,29.9,29.2,0.46,4.22,18,193,0,314,8.5,trigo,vegetativo,goteo,hidrico
EST002429,0.75,0.256,0.32,44.4,19.5,32.0,0.44,2.39,21,174,10,265,7.9,vid,floracion,secano,biotico
EST002430,0.79,0.404,0.27,50.4,17.0,25.1,0.36,,25,177,5,275,5.1,horticola,floracion,secano,sin_estres
EST002431,0.63,0.301,0.35,46.6,38.9,25.1,0.53,3.28,22,167,19,309,8.4,horticola,vegetativo,secano,sin_estres
EST002432,0.6,0.254,,40.7,25.7,31.6,0.52,2.73,13,153,27,210,14.5,trigo,floracion,goteo,biotico
EST002433,,0.337,0.54,31.5,17.6,38.8,0.16,,16,118,22,192,12.6,trigo,maduracion,aspersion,nutricional
EST002434,0.67,0.315,0.4,48.8,22.0,33.9,0.35,3.21,23,175,29,286,15.8,horticola,floracion,secano,biotico
EST002435,0.79,0.396,,53.9,20.9,29.7,0.45,3.91,27,239,0,301,5.9,maiz,vegetativo,aspersion,sin_estres
EST002436,0.59,0.261,0.29,39.4,24.5,30.3,0.34,1.9,11,84,14,226,5.9,citricos,maduracion,secano,nutricional
EST002437,0.75,0.408,,40.3,26.7,30.6,0.22,3.13,18,186,20,196,14.0,maiz,vegetativo,secano,sin_estres
EST002438,0.77,0.364,0.54,44.1,14.6,36.2,0.14,2.85,23,173,19,185,16.1,trigo,vegetativo,aspersion,biotico
EST002439,0.64,0.232,0.32,38.3,34.5,20.8,0.47,2.68,17,140,24,204,14.7,horticola,vegetativo,goteo,hidrico
EST002440,0.77,0.347,0.5,46.1,25.0,32.3,0.3,2.61,23,132,11,278,10.7,maiz,vegetativo,goteo,sin_estres
EST002441,0.55,0.349,0.04,43.6,32.5,17.1,0.72,2.74,15,138,16,230,5.6,citricos,floracion,goteo,hidrico
EST002442,0.82,0.386,0.22,50.5,22.7,19.8,0.49,3.03,23,187,11,189,12.2,citricos,germinacion,secano,biotico
EST002443,,0.379,0.4,53.5,28.7,36.0,0.4,3.64,17,224,12,234,10.9,citricos,germinacion,goteo,biotico
EST002444,0.6,0.354,0.43,42.4,21.7,27.2,0.24,2.7,15,155,27,219,11.8,vid,maduracion,secano,biotico
EST002445,0.67,0.361,0.16,,31.7,20.7,0.51,3.49,23,236,27,242,5.4,horticola,floracion,secano,hidrico
EST002446,0.7,0.377,0.27,42.8,27.1,27.5,0.43,2.9,15,160,20,237,10.0,trigo,floracion,goteo,biotico
EST002447,0.63,0.328,,42.8,29.0,21.5,0.54,3.03,20,193,37,110,12.9,horticola,germinacion,aspersion,biotico
EST002448,0.51,0.224,0.2,30.6,27.3,20.3,0.63,2.61,13,142,17,266,7.4,trigo,maduracion,secano,hidrico
EST002449,0.67,0.34,0.12,42.5,26.3,22.0,0.52,2.63,17,140,8,247,8.6,trigo,vegetativo,secano,sin_estres
EST002450,0.86,0.249,0.44,29.3,12.5,40.6,0.11,1.55,12,115,0,282,6.4,horticola,vegetativo,goteo,nutricional
EST002451,0.68,0.329,0.72,35.3,14.4,49.4,0.0,2.02,11,143,28,154,18.7,horticola,vegetativo,goteo,biotico
EST002452,0.8,0.387,0.28,57.5,18.1,28.7,0.32,3.38,29,261,13,271,9.1,vid,vegetativo,aspersion,sin_estres
EST002453,,0.346,0.43,40.5,17.7,38.7,0.23,3.16,19,160,17,181,8.8,vid,vegetativo,aspersion,sin_estres
EST002454,0.76,0.313,0.31,46.1,25.1,34.6,0.51,2.47,11,154,3,300,6.0,citricos,vegetativo,aspersion,nutricional
EST002455,0.76,0.328,0.32,50.5,27.6,34.6,0.39,3.12,19,194,11,270,7.0,citricos,germinacion,secano,sin_estres
EST002456,0.55,0.2,0.21,30.1,28.5,25.8,0.47,2.18,11,122,14,241,6.9,maiz,vegetativo,aspersion,nutricional
EST002457,0.69,0.261,0.06,36.0,33.8,21.4,0.34,2.68,13,179,0,356,5.2,maiz,vegetativo,goteo,nutricional
EST002458,0.71,0.252,0.2,31.1,28.4,27.3,0.38,2.11,15,153,9,407,3.5,maiz,vegetativo,secano,hidrico
EST002459,0.72,0.323,0.08,49.5,27.0,29.2,0.51,3.3,25,183,11,365,5.7,maiz,vegetativo,goteo,sin_estres
EST002460,0.85,0.311,0.5,41.9,13.6,46.3,0.0,,11,148,3,292,8.7,horticola,germinacion,secano,nutricional
EST002461,0.56,,0.27,35.8,26.2,22.9,0.34,2.58,14,136,22,242,13.3,citricos,floracion,goteo,biotico
EST002462,0.71,0.321,-0.0,45.1,24.9,13.9,0.74,3.32,22,226,4,276,4.6,trigo,maduracion,secano,hidrico
EST002463,0.69,0.326,0.34,41.3,26.8,32.2,0.34,3.14,26,190,2,270,6.0,citricos,germinacion,goteo,sin_estres
EST002464,0.95,0.428,,44.5,15.6,45.2,0.03,3.98,23,205,11,246,13.0,vid,maduracion,goteo,sin_estres
EST002465,0.84,0.389,0.43,49.9,22.2,39.2,0.2,3.45,23,189,3,254,9.5,horticola,vegetativo,goteo,sin_estres
EST002466,0.85,0.243,0.42,,16.5,46.6,0.18,2.06,16,167,11,290,4.3,trigo,vegetativo,aspersion,nutricional
EST002467,0.77,0.334,0.37,46.2,27.7,32.1,0.34,3.15,21,191,9,301,6.3,vid,maduracion,goteo,sin_estres
EST002468,0.61,0.244,0.23,41.4,30.6,25.1,0.7,2.42,15,151,12,325,10.1,maiz,floracion,secano,nutricional
EST002469,0.73,0.342,0.36,39.8,20.7,38.2,0.28,2.42,21,210,7,235,11.0,trigo,germinacion,secano,sin_estres
EST002470,0.51,0.277,0.29,47.5,29.1,12.1,0.7,3.22,15,180,21,175,8.8,maiz,maduracion,secano,hidrico
EST002471,0.54,0.333,0.07,45.0,29.6,18.8,0.58,2.71,25,175,16,335,8.0,horticola,germinacion,secano,hidrico
EST002472,0.5,0.283,0.06,47.5,37.5,11.7,0.8,2.86,18,161,30,184,10.6,maiz,maduracion,secano,hidrico
EST002473,0.82,0.348,0.31,39.5,19.6,28.3,0.33,3.13,22,166,11,268,8.9,citricos,maduracion,secano,sin_estres
EST002474,0.76,0.334,0.3,49.7,27.9,28.6,0.51,2.68,17,165,3,262,5.6,maiz,maduracion,aspersion,sin_estres
EST002475,0.52,0.208,0.03,25.7,28.8,20.1,0.7,2.41,13,129,23,197,9.1,citricos,floracion,aspersion,hidrico
EST002476,0.68,0.318,0.15,51.1,32.1,20.7,0.5,3.26,16,191,11,259,9.5,horticola,maduracion,secano,sin_estres
EST002477,0.81,0.301,,55.2,30.1,26.4,0.5,3.5,22,185,16,257,5.9,citricos,vegetativo,aspersion,hidrico
EST002478,0.6,,-0.04,41.6,32.5,12.5,0.52,2.33,14,150,11,383,4.9,citricos,floracion,secano,hidrico
EST002479,0.8,0.285,0.45,42.5,18.7,38.1,0.21,,21,135,16,415,,horticola,vegetativo,goteo,biotico
EST002480,0.66,0.304,0.25,30.2,19.0,35.0,0.28,2.15,16,111,12,320,7.0,maiz,germinacion,goteo,nutricional
EST002481,0.76,0.316,0.23,42.2,22.1,24.1,0.6,2.86,20,166,12,256,8.5,citricos,vegetativo,secano,hidrico
EST002482,0.85,0.328,0.42,38.8,22.8,42.4,0.17,2.92,16,117,12,328,8.2,maiz,vegetativo,goteo,nutricional
EST002483,,0.342,0.2,44.4,28.4,24.1,0.47,3.04,19,118,0,307,6.8,maiz,germinacion,goteo,nutricional
EST002484,0.66,0.315,0.26,35.1,23.3,23.3,0.47,2.13,6,140,3,330,6.6,citricos,floracion,secano,nutricional
EST002485,0.77,0.374,0.32,53.8,22.0,30.9,0.31,3.01,24,183,26,143,13.5,horticola,germinacion,goteo,biotico
EST002486,0.89,0.363,0.67,39.5,7.8,47.9,0.02,2.92,17,195,0,377,7.8,citricos,maduracion,aspersion,sin_estres
EST002487,0.57,0.185,0.39,33.7,26.1,39.2,0.32,1.64,10,64,21,235,9.5,trigo,vegetativo,goteo,nutricional
EST002488,0.79,,0.34,45.9,19.2,28.6,0.27,3.58,21,210,16,218,7.4,maiz,floracion,secano,sin_estres
EST002489,0.65,0.328,,49.2,36.8,11.3,0.87,2.63,16,152,16,210,3.3,maiz,maduracion,secano,hidrico
EST002490,0.71,0.269,0.36,40.1,28.2,29.7,0.36,2.81,22,189,15,292,,maiz,vegetativo,aspersion,nutricional
EST002491,0.87,0.404,0.38,59.3,23.4,34.1,0.26,4.51,29,224,8,199,9.1,horticola,vegetativo,secano,biotico
EST002492,0.91,0.41,0.51,55.0,22.2,40.0,0.33,3.64,29,220,9,194,7.9,trigo,vegetativo,goteo,biotico
EST002493,0.77,,0.59,37.5,17.5,47.4,0.0,2.51,16,140,22,151,14.8,maiz,floracion,secano,biotico
EST002494,0.87,0.268,0.43,47.3,23.4,26.2,0.36,2.81,18,188,12,327,4.5,trigo,vegetativo,aspersion,sin_estres
EST002495,0.59,0.357,0.2,40.7,32.7,25.5,0.56,3.38,24,211,14,247,11.1,trigo,floracion,goteo,biotico
EST002496,0.62,0.295,0.43,37.1,17.7,35.6,0.13,2.61,13,130,16,276,7.2,maiz,germinacion,aspersion,biotico
EST002497,0.73,0.308,0.28,42.7,24.8,28.8,0.47,2.31,20,166,0,283,7.8,vid,vegetativo,secano,hidrico
EST002498,0.8,0.376,0.6,53.9,18.4,43.2,0.21,3.31,22,154,28,159,14.1,vid,floracion,secano,biotico
EST002499,0.76,0.289,0.44,38.5,22.3,32.0,0.45,2.41,17,188,15,261,,vid,maduracion,secano,biotico
EST002500,0.83,0.371,0.44,51.3,27.9,37.8,0.11,2.77,21,140,11,201,12.7,maiz,germinacion,secano,biotico
EST002501,0.73,,0.12,56.9,28.1,21.1,0.52,4.46,28,233,15,269,10.1,vid,vegetativo,secano,hidrico
EST002502,0.64,0.37,0.27,62.2,30.9,17.7,0.68,3.36,34,164,29,132,12.4,trigo,vegetativo,goteo,biotico
EST002503,0.83,0.315,,47.0,21.6,19.5,0.45,3.22,24,205,19,217,12.2,vid,vegetativo,goteo,sin_estres
EST002504,0.87,0.422,0.49,55.6,20.2,31.0,0.26,3.84,23,189,17,335,6.6,trigo,floracion,secano,sin_estres
EST002505,0.95,0.453,0.51,43.3,19.9,43.5,0.07,3.94,25,223,8,413,14.8,horticola,germinacion,aspersion,biotico
EST002506,0.58,0.238,0.49,34.5,17.7,37.4,0.27,1.53,9,97,26,170,14.3,horticola,floracion,goteo,nutricional
EST002507,0.62,0.324,0.08,47.9,34.5,14.0,0.64,,12,173,4,304,2.8,citricos,germinacion,secano,hidrico
EST002508,0.62,0.27,0.08,39.2,31.7,22.6,0.56,2.34,16,149,16,264,7.9,trigo,vegetativo,goteo,hidrico
EST002509,0.92,0.308,0.42,46.6,20.4,27.7,0.27,3.33,27,153,3,278,7.0,horticola,maduracion,secano,sin_estres
EST002510,0.87,0.412,0.32,56.2,26.6,34.6,0.42,,27,229,3,309,6.8,horticola,maduracion,aspersion,sin_estres
EST002511,0.77,0.24,0.29,31.5,27.1,32.7,0.4,1.98,9,76,12,235,6.4,maiz,maduracion,goteo,nutricional
EST002512,0.62,0.258,0.36,38.5,23.7,32.6,0.25,1.97,10,126,18,216,10.8,citricos,vegetativo,goteo,biotico
EST002513,0.81,0.373,0.47,40.9,9.3,39.7,0.27,2.8,19,111,8,268,7.7,citricos,vegetativo,secano,sin_estres
EST002514,0.65,0.361,0.29,36.0,26.7,26.9,0.48,2.86,19,207,28,114,9.8,horticola,vegetativo,aspersion,biotico
EST002515,0.8,0.377,0.22,38.7,27.3,29.4,0.36,2.96,20,176,22,192,9.5,trigo,vegetativo,secano,biotico
EST002516,0.95,0.368,0.62,46.3,8.5,55.0,0.0,3.08,17,138,19,166,15.9,vid,vegetativo,goteo,biotico
EST002517,0.68,0.348,0.21,48.9,24.0,29.9,0.38,3.71,20,181,21,140,11.2,vid,maduracion,secano,biotico
EST002518,0.67,0.262,0.32,38.8,23.9,34.5,0.4,2.8,18,135,14,214,11.1,vid,maduracion,goteo,sin_estres
EST002519,0.81,0.389,0.46,46.6,16.4,41.9,0.27,,18,144,10,292,13.4,maiz,maduracion,goteo,sin_estres
EST002520,0.69,0.262,0.33,38.2,27.4,27.2,0.34,2.6,11,150,10,239,6.6,maiz,germinacion,secano,nutricional
EST002521,0.68,0.345,0.14,51.5,30.3,19.7,0.63,3.02,19,209,18,400,,trigo,maduracion,secano,biotico
EST002522,0.66,0.314,0.4,46.0,22.6,34.2,0.34,2.92,14,200,29,139,12.5,vid,floracion,goteo,biotico
EST002523,0.95,0.401,0.45,44.2,17.2,39.7,0.21,3.93,22,149,0,415,7.3,maiz,vegetativo,goteo,sin_estres
EST002524,0.72,0.35,0.03,52.3,39.5,14.4,0.76,3.97,29,224,7,334,8.2,trigo,germinacion,goteo,hidrico
EST002525,0.87,0.377,0.47,45.3,14.5,42.5,0.16,3.39,19,197,13,289,10.6,maiz,vegetativo,goteo,sin_estres
EST002526,,0.24,0.15,38.3,25.9,20.5,0.66,2.35,20,174,0,367,2.7,vid,maduracion,secano,nutricional
EST002527,0.57,0.279,0.01,40.5,34.6,13.9,0.6,3.02,24,110,13,288,10.2,vid,vegetativo,secano,hidrico
EST002528,0.75,0.331,0.18,50.4,24.8,18.6,0.49,3.25,23,175,10,242,6.9,citricos,vegetativo,secano,hidrico
EST002529,0.76,0.442,0.25,54.8,24.0,21.9,0.64,4.47,32,271,18,188,11.1,vid,vegetativo,secano,hidrico
EST002530,,0.297,0.36,37.8,27.5,29.1,0.53,2.75,17,122,21,209,14.1,maiz,vegetativo,aspersion,biotico
EST002531,0.79,0.369,0.23,49.5,28.8,22.1,0.4,3.24,26,189,10,328,6.2,trigo,vegetativo,aspersion,sin_estres
EST002532,0.69,0.404,0.33,56.9,28.6,24.6,0.36,2.96,23,213,26,191,10.2,horticola,floracion,goteo,biotico
EST002533,0.71,0.347,0.49,41.4,25.2,36.6,0.25,2.31,21,135,11,247,13.3,horticola,floracion,aspersion,nutricional
EST002534,0.82,0.372,0.17,53.4,31.8,22.8,0.66,2.99,21,259,7,301,6.6,horticola,vegetativo,aspersion,hidrico
EST002535,0.78,0.436,0.28,47.7,20.4,28.8,0.15,4.25,25,202,14,243,8.1,horticola,vegetativo,secano,biotico
EST002536,0.54,0.313,,37.8,30.7,13.8,0.58,2.47,17,146,4,234,7.2,horticola,maduracion,aspersion,hidrico
EST002537,0.59,0.251,0.13,39.0,24.5,24.3,0.49,2.6,17,142,9,249,6.4,vid,germinacion,secano,nutricional
EST002538,0.64,0.309,0.18,48.8,31.9,25.9,0.54,2.88,25,207,26,189,11.8,vid,maduracion,aspersion,biotico
EST002539,0.8,0.341,0.45,37.6,29.7,27.6,0.37,3.23,19,184,10,198,10.3,vid,floracion,goteo,sin_estres
EST002540,0.59,0.279,0.18,36.7,28.7,14.2,0.55,,16,162,22,155,7.6,trigo,floracion,secano,hidrico
EST002541,0.74,0.364,,49.5,31.4,24.8,0.43,3.79,22,226,12,250,4.6,trigo,vegetativo,aspersion,hidrico
EST002542,0.9,0.372,0.49,49.0,18.9,39.3,0.11,3.34,21,224,14,192,16.3,trigo,floracion,goteo,biotico
EST002543,0.73,0.311,0.32,46.9,27.3,23.3,0.47,2.37,14,154,0,486,0.8,vid,maduracion,secano,hidrico
EST002544,0.74,0.31,0.18,52.9,34.7,13.4,0.58,2.77,15,161,9,222,7.1,citricos,vegetativo,secano,hidrico
EST002545,0.67,0.271,0.27,45.2,23.0,27.4,0.53,,16,160,0,290,7.5,citricos,germinacion,secano,sin_estres
EST002546,0.81,0.397,0.48,41.7,18.4,34.8,0.31,2.67,14,163,8,333,8.2,citricos,vegetativo,secano,sin_estres
EST002547,0.7,0.299,,32.3,16.9,31.9,0.37,2.39,14,139,5,305,6.6,maiz,floracion,aspersion,sin_estres
EST002548,0.79,0.272,0.56,47.5,21.0,41.7,0.0,1.59,18,118,16,242,11.2,maiz,vegetativo,goteo,nutricional
EST002549,0.71,0.323,0.08,45.0,28.0,24.2,0.48,3.02,21,146,5,262,,citricos,maduracion,goteo,hidrico
EST002550,,0.343,0.41,42.8,17.3,28.0,0.29,2.75,16,184,9,335,8.2,citricos,maduracion,secano,sin_estres
EST002551,0.88,0.375,0.52,47.3,22.4,38.7,0.21,3.38,22,164,10,268,10.1,trigo,maduracion,goteo,sin_estres
EST002552,0.6,0.238,0.13,31.5,24.6,20.7,0.53,1.88,8,127,6,298,5.2,trigo,maduracion,secano,nutricional
EST002553,0.62,0.348,0.21,50.6,25.9,28.2,0.44,3.36,25,152,20,141,12.3,vid,floracion,aspersion,biotico
EST002554,0.74,0.356,0.48,50.8,18.2,32.1,0.31,3.14,15,186,14,272,10.8,horticola,vegetativo,aspersion,biotico
EST002555,0.57,0.245,0.17,,20.6,27.6,0.39,2.14,13,118,19,309,9.1,vid,vegetativo,goteo,biotico
EST002556,0.67,0.186,0.23,38.8,27.3,26.7,0.43,2.99,16,150,12,359,3.8,maiz,vegetativo,aspersion,nutricional
EST002557,0.66,0.324,0.15,52.8,31.5,16.7,0.67,3.69,24,243,17,235,9.5,vid,vegetativo,goteo,hidrico
EST002558,0.94,0.372,0.59,,26.4,42.7,0.15,3.13,22,185,10,221,,citricos,germinacion,goteo,sin_estres
EST002559,,0.251,0.09,,30.2,25.6,0.56,1.73,14,119,6,283,0.4,maiz,vegetativo,aspersion,hidrico
EST002560,0.62,0.349,0.29,40.9,25.4,26.4,0.47,2.71,15,219,6,206,6.8,trigo,floracion,secano,sin_estres
EST002561,0.82,0.308,0.27,38.9,20.5,41.0,0.17,2.75,12,156,0,296,9.5,maiz,germinacion,goteo,sin_estres
EST002562,0.76,0.311,0.26,38.1,22.9,36.3,0.18,,15,158,7,248,6.2,trigo,vegetativo,aspersion,nutricional
EST002563,0.71,0.428,0.24,54.7,28.6,18.8,0.54,3.73,24,224,19,223,8.1,citricos,floracion,aspersion,hidrico
EST002564,0.65,0.296,0.34,34.3,30.9,29.4,0.4,2.65,11,148,8,310,2.0,trigo,floracion,goteo,nutricional
EST002565,0.7,0.382,0.33,,24.5,37.1,0.39,2.82,18,164,11,218,11.4,vid,germinacion,goteo,sin_estres
EST002566,0.64,0.28,0.12,43.7,40.7,13.8,0.58,3.04,23,151,15,254,10.7,trigo,germinacion,secano,hidrico
EST002567,0.63,0.246,0.23,44.6,29.3,20.4,0.47,2.58,17,179,6,214,7.8,trigo,vegetativo,secano,hidrico
EST002568,0.75,0.26,0.25,,28.3,34.2,0.29,,16,144,23,150,11.7,trigo,maduracion,aspersion,biotico
EST002569,0.75,0.413,0.18,,31.5,17.0,0.5,3.9,32,206,15,218,11.0,trigo,germinacion,secano,hidrico
EST002570,0.77,0.386,0.47,49.5,21.1,28.7,0.32,3.79,26,242,25,296,11.6,horticola,maduracion,aspersion,biotico
EST002571,0.63,0.412,0.31,49.3,21.9,31.1,0.29,3.99,23,171,22,161,12.4,horticola,floracion,goteo,biotico
EST002572,0.61,0.259,0.22,32.2,27.4,14.3,0.59,1.97,8,175,1,490,2.3,horticola,vegetativo,secano,nutricional
EST002573,0.48,0.203,0.05,37.6,28.3,7.1,0.76,2.51,10,119,9,298,3.0,trigo,vegetativo,secano,hidrico
EST002574,,0.315,0.23,42.5,30.1,22.9,0.5,2.81,19,153,1,315,1.3,trigo,vegetativo,goteo,hidrico
EST002575,0.77,0.33,0.61,39.0,14.8,40.3,0.23,,16,103,21,179,15.4,vid,vegetativo,secano,biotico
EST002576,0.76,0.4,0.41,57.9,22.8,32.2,0.36,3.12,23,199,9,249,9.0,trigo,vegetativo,secano,sin_estres
EST002577,0.59,,0.24,39.2,27.8,29.4,0.53,2.24,12,146,16,199,12.8,maiz,vegetativo,secano,biotico
EST002578,0.61,0.311,0.45,39.3,21.5,36.3,0.3,2.88,16,157,19,261,14.2,maiz,vegetativo,secano,biotico
EST002579,0.78,0.386,0.33,40.6,25.0,23.8,0.5,,24,183,19,281,10.7,trigo,maduracion,goteo,sin_estres
EST002580,0.86,,0.56,46.2,16.6,48.5,0.08,2.79,23,157,18,244,16.9,horticola,maduracion,goteo,biotico
EST002581,0.63,0.36,0.29,44.1,22.4,23.6,0.48,3.36,18,167,14,372,5.8,citricos,vegetativo,secano,biotico
EST002582,0.76,0.361,0.34,57.4,23.7,25.9,0.51,3.89,27,251,15,249,8.5,trigo,germinacion,aspersion,sin_estres
EST002583,0.92,0.327,0.45,50.0,21.6,35.2,0.15,3.29,24,185,0,368,3.0,horticola,floracion,aspersion,sin_estres
EST002584,0.81,0.317,0.45,50.6,19.9,32.9,0.43,,23,188,0,299,4.6,trigo,floracion,goteo,sin_estres
EST002585,0.65,0.243,0.34,30.8,27.2,36.3,0.36,2.04,14,156,12,184,13.1,vid,germinacion,goteo,nutricional
EST002586,0.55,0.27,0.13,41.8,39.2,17.5,0.53,3.17,21,174,20,245,6.2,citricos,maduracion,secano,biotico
EST002587,0.74,0.375,,49.7,30.3,16.0,0.59,3.05,26,280,5,348,7.1,horticola,maduracion,secano,hidrico
EST002588,0.73,0.284,0.25,41.7,24.5,20.6,0.62,2.58,13,186,7,264,2.1,citricos,germinacion,goteo,hidrico
EST002589,0.53,0.227,0.08,32.6,34.9,9.0,0.61,2.49,12,188,12,218,8.2,maiz,vegetativo,secano,hidrico
EST002590,,0.256,0.27,39.8,24.1,30.6,0.59,2.82,23,93,4,440,3.6,citricos,floracion,secano,nutricional
EST002591,0.64,0.179,0.2,39.2,35.2,26.1,0.55,2.62,18,116,6,330,6.7,maiz,floracion,goteo,nutricional
EST002592,0.87,0.331,0.26,47.2,24.7,25.8,0.38,3.34,25,177,7,295,6.6,trigo,vegetativo,secano,sin_estres
EST002593,0.51,0.298,0.21,50.3,29.4,21.4,0.69,2.85,17,159,36,101,13.2,vid,maduracion,goteo,biotico
EST002594,0.79,0.362,0.21,46.6,24.4,36.5,0.45,3.05,20,197,14,231,5.1,citricos,vegetativo,aspersion,sin_estres
EST002595,0.73,0.328,0.34,33.5,22.6,39.0,0.28,2.33,18,196,5,294,10.2,maiz,vegetativo,aspersion,sin_estres
EST002596,0.83,0.339,0.44,39.3,19.3,33.0,0.27,2.9,19,168,10,318,9.8,maiz,germinacion,aspersion,sin_estres
EST002597,,0.345,0.23,,28.0,17.7,0.43,3.13,22,211,5,263,5.8,maiz,germinacion,secano,sin_estres
EST002598,0.75,0.333,0.36,31.7,22.5,36.2,0.32,2.92,15,132,13,600,7.6,vid,maduracion,aspersion,nutricional
EST002599,0.61,0.296,0.15,42.4,32.9,12.9,0.56,2.13,13,129,18,176,5.6,horticola,maduracion,secano,hidrico
EST002600,0.78,0.328,0.42,60.0,21.8,36.4,0.38,3.15,20,160,20,215,8.5,trigo,vegetativo,aspersion,sin_estres
EST002601,0.65,0.361,0.2,45.0,30.6,18.6,0.53,3.78,25,205,20,148,13.5,trigo,maduracion,secano,hidrico
EST002602,0.95,0.397,0.41,46.3,18.9,38.8,0.21,3.73,24,211,5,284,9.1,maiz,vegetativo,goteo,sin_estres
EST002603,0.62,0.251,0.24,43.4,24.2,28.3,0.34,1.88,14,133,1,369,9.4,horticola,vegetativo,aspersion,nutricional
EST002604,0.72,0.302,0.2,46.1,27.4,21.0,0.6,2.79,19,155,2,398,6.5,maiz,floracion,secano,hidrico
EST002605,0.78,0.273,0.25,45.8,31.1,27.0,0.5,2.98,22,183,1,283,4.0,horticola,maduracion,goteo,sin_estres
EST002606,0.8,0.347,0.31,52.2,25.0,32.3,0.22,3.11,21,171,19,338,8.9,trigo,floracion,aspersion,biotico
EST002607,,0.361,0.45,43.4,19.8,37.8,0.11,3.11,22,204,15,186,10.9,trigo,vegetativo,goteo,sin_estres
EST002608,0.74,0.339,0.2,52.1,31.4,21.9,0.49,4.0,28,221,15,412,5.4,trigo,vegetativo,secano,hidrico
EST002609,0.59,0.243,0.24,41.9,30.4,29.0,0.36,1.94,18,145,19,207,5.3,citricos,vegetativo,secano,nutricional
EST002610,0.71,0.288,0.39,47.4,20.0,33.3,0.23,2.65,16,147,20,167,12.6,horticola,vegetativo,aspersion,biotico
EST002611,0.56,0.2,0.29,24.4,25.2,36.1,0.31,1.41,2,98,16,245,10.3,trigo,vegetativo,aspersion,nutricional
EST002612,0.81,0.344,0.21,45.4,29.1,23.8,0.32,3.24,24,209,12,252,7.8,citricos,floracion,goteo,sin_estres
EST002613,0.47,0.251,0.11,39.2,26.6,12.2,0.65,2.94,17,91,22,179,7.6,vid,vegetativo,aspersion,biotico
EST002614,0.83,0.361,0.4,51.8,19.4,36.5,0.19,3.48,28,213,0,279,4.5,citricos,vegetativo,goteo,sin_estres
EST002615,0.63,0.222,,36.1,28.2,32.4,0.4,1.59,12,120,9,203,,citricos,floracion,goteo,nutricional
EST002616,0.82,0.338,0.29,48.4,26.2,30.0,0.43,3.36,23,184,6,253,7.9,maiz,floracion,secano,sin_estres
EST002617,0.91,0.259,0.14,33.4,25.8,23.5,0.43,1.96,15,122,0,415,0.6,maiz,vegetativo,secano,hidrico
EST002618,0.68,0.253,0.38,33.4,30.4,34.6,0.43,2.65,13,143,13,244,8.5,citricos,germinacion,aspersion,nutricional
EST002619,0.74,0.319,0.13,52.0,36.5,21.2,0.6,3.2,26,217,6,267,4.2,maiz,floracion,secano,hidrico
EST002620,0.55,,0.14,36.0,29.6,24.5,0.42,2.09,12,138,14,242,7.6,citricos,floracion,secano,nutricional
EST002621,0.63,0.273,0.14,43.4,33.6,12.2,0.66,2.96,14,193,8,230,9.2,maiz,vegetativo,secano,hidrico
