id_hogar,ingreso_mensual_eur,ingreso_principal_eur,ingreso_secundario_eur,ratio_gasto_ingreso,gasto_mensual_eur,gasto_vivienda_pct,gasto_alimentacion_pct,gasto_suministros_pct,gasto_transporte_pct,gasto_ocio_pct,gasto_educacion_pct,gasto_salud_pct,ahorro_pct,ahorro_acumulado_eur,deuda_eur,deuda_consumo_eur,cuota_deuda_mensual_eur,ratio_endeudamiento_pct,num_miembros,num_perceptores,num_menores,edad_sustentador,num_tarjetas,num_productos_bancarios,antiguedad_cliente_anos,patrimonio_neto_eur,regimen_vivienda,nivel_estudios,situacion_laboral
HOG001089,4216,3211.0,1005.0,0.77,3244,18.2,20.9,11.2,15.4,25.3,8.1,1.0,28.3,72325.0,2048.0,836.0,47.0,1.1,3,2,1,44.0,3,7.0,19.6,267320.0,alquiler,medio,ocupado
HOG001090,3413,2700.0,713.0,0.81,2761,27.0,17.7,18.2,13.3,11.8,6.2,5.9,20.1,29687.0,6701.0,3271.0,149.0,4.4,4,2,1,36.0,4,6.0,18.5,134339.0,propiedad,superior,ocupado
HOG001091,4823,3345.0,1478.0,0.86,4162,17.1,21.0,13.7,9.2,23.6,4.1,11.3,14.9,49820.0,3474.0,,28.0,0.6,1,1,0,38.0,4,7.0,,198084.0,hipoteca,superior,ocupado
HOG001092,2056,,0.0,0.99,2029,33.2,23.4,12.7,6.2,10.1,8.1,6.3,5.8,32249.0,20173.0,11295.0,602.0,29.3,4,1,1,59.0,3,5.0,13.5,66275.0,hipoteca,basico,ocupado
HOG001093,5667,3660.0,2007.0,,3939,21.0,14.0,14.8,16.4,20.0,8.9,4.9,28.3,82907.0,0.0,0.0,21.0,0.4,1,1,0,51.0,4,7.0,20.3,339219.0,propiedad,superior,ocupado
HOG001094,3725,2225.0,1500.0,0.9,3349,30.7,25.8,13.8,6.8,11.1,5.5,6.4,10.7,42826.0,0.0,0.0,0.0,0.0,2,1,0,72.0,3,4.0,9.3,148309.0,hipoteca,medio,ocupado
HOG001095,1714,500.0,1214.0,1.2,2057,48.3,24.7,9.7,11.2,0.0,1.6,4.7,0.0,0.0,17975.0,9342.0,367.0,21.4,2,1,0,70.0,0,0.0,31.8,-30000.0,alquiler,basico,ocupado
HOG001096,2394,2108.0,286.0,0.99,2360,32.5,21.3,17.0,10.5,13.5,1.8,3.4,4.4,5109.0,6444.0,2952.0,165.0,6.9,3,1,1,62.0,2,4.0,2.8,-14711.0,propiedad,superior,jubilado
HOG001097,2118,893.0,1225.0,1.13,2397,49.1,27.2,2.6,16.5,1.7,0.9,2.1,0.0,0.0,,10628.0,618.0,29.2,3,1,1,61.0,1,0.0,10.7,,alquiler,medio,jubilado
HOG001098,5258,3635.0,,0.82,4317,16.4,18.5,15.0,10.9,24.1,6.2,8.8,16.3,62268.0,1527.0,390.0,0.0,0.0,2,1,0,41.0,2,6.0,8.4,,alquiler,medio,jubilado
HOG001099,1286,759.0,527.0,1.2,1543,43.2,32.5,12.3,5.1,0.0,7.0,0.0,0.0,0.0,10720.0,4010.0,400.0,31.1,3,1,1,66.0,1,0.0,22.5,,propiedad,basico,jubilado
HOG001100,2946,2321.0,625.0,1.01,2978,28.0,24.0,15.5,9.3,11.6,3.4,8.2,2.7,29462.0,28721.0,18987.0,948.0,32.2,4,2,1,43.0,1,5.0,16.9,138628.0,propiedad,superior,ocupado
HOG001101,3137,2433.0,704.0,0.89,2793,30.5,18.8,12.0,9.8,14.2,8.5,6.1,4.5,28701.0,5952.0,1834.0,101.0,3.2,2,2,0,34.0,2,5.0,2.8,96861.0,propiedad,medio,ocupado
HOG001102,5142,3900.0,1242.0,0.67,3441,20.8,16.0,17.8,13.7,18.9,8.0,4.8,34.2,88057.0,0.0,0.0,77.0,1.5,3,1,1,50.0,5,7.0,21.8,307111.0,propiedad,medio,ocupado
HOG001103,5600,3971.0,1629.0,0.87,4882,28.8,19.6,19.6,9.6,18.4,3.2,0.8,13.0,74147.0,3115.0,0.0,,0.4,4,2,2,46.0,3,5.0,12.1,269632.0,hipoteca,medio,ocupado
HOG001104,1300,,644.0,1.08,1405,46.7,26.2,9.1,8.0,2.4,2.4,5.1,0.0,0.0,,9343.0,608.0,46.7,3,1,2,56.0,1,3.0,20.3,,alquiler,basico,parado
HOG001105,2658,1640.0,1018.0,0.98,2598,41.0,23.5,11.0,10.3,9.4,4.4,0.4,7.6,24206.0,16135.0,7640.0,466.0,17.5,5,1,2,,2,6.0,4.8,18417.0,propiedad,medio,parado
HOG001106,909,653.0,,1.16,1054,46.0,27.5,10.1,6.7,0.0,2.0,7.7,0.0,0.0,19419.0,9505.0,610.0,67.1,2,1,0,64.0,1,1.0,0.0,-4664.0,hipoteca,medio,ocupado
HOG001107,3580,2160.0,1420.0,1.05,3765,34.0,21.2,12.0,11.6,14.9,6.3,0.0,0.0,23384.0,,7212.0,396.0,11.1,3,1,0,58.0,1,4.0,10.0,86595.0,alquiler,basico,ocupado
HOG001108,2137,1137.0,1000.0,1.07,2286,44.8,17.9,12.4,9.3,4.9,7.7,3.1,0.0,0.0,18144.0,,492.0,23.0,2,2,0,63.0,1,2.0,8.9,-30000.0,alquiler,basico,ocupado
HOG001109,4210,3194.0,1016.0,0.75,3170,21.2,19.5,21.9,7.8,17.8,10.6,1.2,30.3,75970.0,0.0,,0.0,0.0,2,1,0,25.0,4,,12.8,292716.0,hipoteca,superior,parado
HOG001110,1417,780.0,637.0,1.15,1623,43.6,21.6,12.3,6.5,1.7,8.3,6.1,0.0,0.0,6647.0,3643.0,137.0,9.7,3,2,0,67.0,2,1.0,7.3,-30000.0,alquiler,medio,ocupado
HOG001111,3462,2272.0,1190.0,0.99,3417,16.8,28.7,13.9,10.4,11.9,8.6,9.8,4.5,49496.0,20273.0,9633.0,668.0,19.3,4,2,2,30.0,2,4.0,10.7,126778.0,alquiler,basico,ocupado
HOG001112,4971,3829.0,1142.0,0.67,3320,19.2,22.4,19.0,8.7,20.2,8.3,2.2,36.9,65564.0,0.0,0.0,0.0,0.0,2,1,1,37.0,5,8.0,14.6,281337.0,propiedad,superior,ocupado
HOG001113,4904,3588.0,1316.0,0.8,3905,26.2,12.5,17.3,10.5,21.6,6.3,5.6,17.5,,508.0,1036.0,0.0,0.0,2,1,0,54.0,3,,9.5,319125.0,propiedad,basico,ocupado
HOG001114,2750,2213.0,537.0,1.06,2903,27.4,12.7,14.7,21.1,15.7,1.9,6.5,0.0,42172.0,,12986.0,770.0,28.0,4,2,2,49.0,2,4.0,21.3,101683.0,alquiler,superior,inactivo
HOG001115,1098,841.0,257.0,1.1,1207,48.4,27.0,13.4,9.5,1.5,0.1,0.0,0.0,0.0,14156.0,5193.0,322.0,29.3,2,1,0,51.0,1,2.0,8.0,-30000.0,alquiler,basico,parado
HOG001116,1065,,300.0,1.14,1216,44.9,23.4,8.2,11.4,2.3,4.9,4.9,0.0,0.0,17694.0,10152.0,593.0,55.6,3,1,0,30.0,1,0.0,0.0,-30000.0,alquiler,basico,inactivo
HOG001117,3772,2985.0,787.0,0.97,3647,26.3,20.2,13.5,11.3,14.9,7.6,6.1,8.2,28265.0,21529.0,11169.0,705.0,18.7,4,2,1,53.0,3,7.0,,64765.0,alquiler,superior,jubilado
HOG001118,4447,3490.0,957.0,0.85,3768,29.1,20.4,16.0,14.7,16.2,0.0,3.7,10.0,36800.0,0.0,0.0,114.0,2.6,2,2,0,39.0,4,4.0,13.5,154357.0,propiedad,basico,ocupado
HOG001119,3970,2853.0,1117.0,,2951,19.7,22.9,12.6,11.0,19.9,5.3,8.6,25.8,77353.0,0.0,,0.0,0.0,2,1,0,,4,8.0,6.6,304272.0,propiedad,medio,ocupado
HOG001120,5417,3916.0,1501.0,0.84,4534,13.5,17.7,13.4,12.1,28.4,8.4,6.5,16.2,92406.0,3884.0,0.0,85.0,1.6,2,2,0,49.0,4,7.0,,359857.0,alquiler,basico,ocupado
HOG001121,4043,2671.0,1372.0,0.9,3624,34.2,24.6,10.7,7.7,11.4,4.9,6.5,13.4,,18546.0,9041.0,631.0,15.6,4,1,2,59.0,2,4.0,19.2,94635.0,hipoteca,medio,jubilado
HOG001122,3102,2158.0,944.0,0.94,2901,28.8,21.2,14.4,12.7,11.2,7.7,4.0,6.6,,27835.0,17220.0,791.0,25.5,4,2,1,52.0,3,4.0,23.2,14683.0,hipoteca,medio,ocupado
HOG001123,6497,4387.0,2110.0,0.71,4619,18.3,11.2,16.4,17.1,25.2,7.1,4.7,31.2,99421.0,,3501.0,27.0,0.4,2,2,0,,3,9.0,0.0,412580.0,propiedad,superior,ocupado
HOG001124,1125,558.0,567.0,1.12,1259,44.2,21.2,13.5,9.3,1.4,3.6,6.8,0.0,0.0,23372.0,,627.0,55.7,3,1,1,54.0,2,3.0,12.1,-30000.0,alquiler,basico,jubilado
HOG001125,3604,2563.0,1041.0,0.9,3239,34.3,18.0,13.2,9.4,10.0,7.7,7.3,5.8,24323.0,2206.0,0.0,4.0,0.1,2,1,0,49.0,4,4.0,13.4,50741.0,propiedad,medio,ocupado
HOG001126,3714,2221.0,1493.0,0.84,3108,16.9,21.9,9.3,14.4,20.3,15.0,2.3,15.8,54094.0,3655.0,1590.0,140.0,3.8,2,1,0,37.0,5,4.0,5.6,176875.0,propiedad,superior,ocupado
HOG001127,1499,,691.0,1.13,1696,45.9,18.5,14.3,5.3,1.1,5.3,9.7,0.0,0.0,22890.0,10631.0,,47.3,3,1,0,59.0,0,1.0,6.9,-25996.0,hipoteca,medio,ocupado
HOG001128,2972,2307.0,665.0,0.99,2954,38.0,17.4,15.5,7.8,12.1,1.7,7.5,0.0,,28979.0,,870.0,29.3,5,1,2,47.0,2,4.0,12.0,-8803.0,alquiler,superior,ocupado
HOG001129,2308,1691.0,617.0,1.04,2406,35.8,26.2,12.3,11.7,7.2,3.7,3.0,0.0,0.0,27440.0,17134.0,843.0,36.5,3,1,0,41.0,2,4.0,,-8030.0,propiedad,basico,jubilado
HOG001130,2295,1308.0,987.0,,2651,44.4,26.1,8.5,8.7,4.7,4.2,3.4,0.0,0.0,14307.0,6093.0,440.0,19.2,2,1,0,67.0,0,2.0,6.9,-6772.0,propiedad,medio,parado
HOG001131,2309,2047.0,262.0,1.04,2404,35.3,24.1,12.0,7.3,10.5,3.8,7.1,0.0,0.0,23446.0,13244.0,614.0,26.6,5,2,1,,2,5.0,,-12077.0,alquiler,medio,ocupado
HOG001132,4671,3153.0,1518.0,0.96,4482,29.0,16.3,14.2,12.2,16.8,11.1,,4.7,60335.0,1587.0,,35.0,0.8,1,1,0,43.0,4,6.0,11.9,221887.0,propiedad,superior,ocupado
HOG001133,3781,2444.0,1337.0,1.01,3800,36.8,24.5,11.2,8.7,10.7,8.0,0.0,0.0,23754.0,12039.0,3448.0,291.0,7.7,4,1,2,81.0,2,5.0,7.6,26055.0,propiedad,superior,ocupado
HOG001134,4092,2873.0,1219.0,,4232,21.4,25.6,11.3,15.8,16.2,4.2,5.6,0.0,,21287.0,7971.0,,16.2,3,1,1,37.0,4,6.0,16.9,106366.0,alquiler,basico,ocupado
HOG001135,700,500.0,0.0,0.98,689,45.2,25.9,11.9,5.5,0.0,6.0,5.5,2.2,0.0,16979.0,,383.0,54.7,3,1,1,53.0,0,1.0,12.3,-6715.0,alquiler,medio,parado
HOG001136,3025,1580.0,1445.0,1.02,3095,37.2,22.7,13.7,11.2,6.5,4.0,4.7,0.0,0.0,5751.0,603.0,116.0,3.8,4,1,1,44.0,2,1.0,9.1,,hipoteca,superior,inactivo
HOG001137,2509,1782.0,727.0,1.09,2743,38.7,26.4,13.3,2.9,7.3,5.1,6.2,0.0,29895.0,22401.0,8955.0,686.0,27.3,4,2,1,24.0,2,3.0,22.2,40255.0,hipoteca,basico,jubilado
HOG001138,2720,2172.0,548.0,1.03,2793,34.6,23.4,13.2,12.2,10.6,5.3,0.8,0.0,,22719.0,10324.0,616.0,22.6,4,1,1,47.0,3,3.0,1.3,,hipoteca,basico,ocupado
HOG001139,4811,3680.0,,0.84,4056,15.3,21.0,11.0,16.0,22.8,7.9,5.9,11.8,91509.0,1856.0,1896.0,38.0,0.8,3,3,0,53.0,3,8.0,16.4,364615.0,propiedad,medio,ocupado
HOG001140,5870,4085.0,1785.0,0.65,3836,19.7,19.8,6.3,17.0,22.9,8.6,5.6,36.7,96543.0,0.0,1669.0,34.0,0.6,2,2,0,32.0,3,10.0,21.3,351983.0,propiedad,medio,ocupado
HOG001141,3334,2399.0,935.0,0.98,3280,31.1,19.5,7.8,14.0,13.1,5.8,8.8,2.4,18682.0,21522.0,10061.0,608.0,18.2,4,2,0,61.0,3,5.0,12.0,11383.0,hipoteca,medio,jubilado
HOG001142,4382,,1120.0,0.78,3422,21.9,17.6,15.7,9.7,17.6,10.3,7.2,21.4,57640.0,1804.0,0.0,123.0,2.8,3,2,1,50.0,4,5.0,2.9,221008.0,alquiler,medio,ocupado
HOG001143,4617,3117.0,1500.0,0.91,4223,17.7,27.0,21.7,12.0,18.6,3.0,0.0,5.5,56248.0,,0.0,63.0,1.4,2,2,0,25.0,4,7.0,3.8,206223.0,hipoteca,medio,ocupado
HOG001144,2791,2379.0,,0.99,2764,30.0,30.8,14.8,13.5,3.1,4.8,3.1,0.2,3946.0,29267.0,17752.0,893.0,32.0,4,1,0,54.0,2,3.0,,-30000.0,hipoteca,basico,ocupado
HOG001145,4054,2798.0,1256.0,0.79,3186,13.1,21.9,21.1,14.0,19.6,7.4,2.9,22.6,65295.0,1400.0,0.0,44.0,1.1,1,1,0,69.0,2,5.0,0.6,268249.0,propiedad,superior,ocupado
HOG001146,3356,1875.0,1481.0,0.97,3241,35.5,17.4,12.1,14.3,9.6,4.8,6.3,0.0,,11941.0,4961.0,,8.1,3,2,1,41.0,2,,3.6,15580.0,propiedad,medio,ocupado
HOG001147,3148,1864.0,1284.0,0.96,3027,38.2,21.6,16.8,3.4,7.1,7.0,5.8,6.7,0.0,22121.0,11780.0,,19.3,5,0,2,68.0,1,3.0,13.2,-30000.0,propiedad,medio,ocupado
HOG001148,2836,1977.0,859.0,0.96,2735,26.1,19.5,11.0,9.0,12.5,9.2,12.7,3.5,10981.0,9340.0,4219.0,331.0,11.7,2,1,0,35.0,3,5.0,17.0,75903.0,propiedad,basico,ocupado
HOG001149,2434,974.0,1460.0,1.07,2600,45.4,24.5,8.3,10.7,3.5,4.5,3.2,0.0,0.0,15826.0,7109.0,506.0,20.8,2,0,1,57.0,2,,22.2,5757.0,alquiler,basico,inactivo
HOG001150,3854,2854.0,1000.0,0.76,2945,25.7,17.9,11.3,13.3,16.9,7.3,7.5,27.8,40369.0,0.0,2036.0,0.0,0.0,3,2,0,56.0,3,6.0,13.9,181366.0,propiedad,basico,ocupado
HOG001151,2150,1668.0,482.0,0.95,2052,37.0,18.0,11.8,13.8,6.9,5.1,7.4,2.2,14082.0,21197.0,12121.0,678.0,31.5,3,2,1,56.0,2,3.0,16.9,-10879.0,propiedad,basico,ocupado
HOG001152,3582,2370.0,1212.0,0.97,3486,29.1,25.8,15.4,11.5,9.2,2.1,6.8,0.0,28098.0,11097.0,4143.0,244.0,6.8,2,1,1,20.0,1,7.0,7.6,74532.0,hipoteca,superior,ocupado
HOG001153,1966,,899.0,1.1,2159,49.9,22.2,5.3,11.5,5.5,2.4,3.1,0.0,0.0,13680.0,7402.0,493.0,25.1,3,1,0,46.0,1,0.0,0.0,42652.0,alquiler,basico,ocupado
HOG001154,3669,2670.0,999.0,0.99,3629,28.4,21.7,17.4,9.5,15.7,3.1,,0.0,45908.0,14560.0,7837.0,514.0,14.0,3,1,0,35.0,2,5.0,0.0,123287.0,propiedad,medio,parado
HOG001155,3415,2672.0,743.0,0.89,3044,23.4,19.6,15.7,11.1,12.3,9.3,8.6,12.9,48886.0,22321.0,13317.0,550.0,16.1,4,2,1,47.0,3,7.0,27.2,117139.0,hipoteca,basico,ocupado
HOG001156,3576,2630.0,946.0,0.93,3320,28.3,30.6,12.6,9.5,8.1,7.0,3.8,3.5,,8893.0,1659.0,224.0,6.3,3,1,0,52.0,2,,6.1,41653.0,propiedad,basico,parado
HOG001157,1199,,699.0,1.2,1439,45.9,25.1,10.5,11.4,0.6,3.4,3.2,0.0,0.0,18473.0,6843.0,574.0,47.8,2,2,0,54.0,0,0.0,9.2,-30000.0,alquiler,medio,parado
HOG001158,2542,1524.0,1018.0,1.01,2580,29.0,28.6,11.8,13.4,11.3,4.4,1.4,0.0,7689.0,24744.0,12691.0,758.0,29.8,4,1,0,59.0,2,5.0,5.0,-10463.0,alquiler,superior,parado
HOG001159,2069,1109.0,960.0,1.16,2403,51.7,17.8,16.3,8.0,1.6,3.0,1.6,0.0,0.0,20781.0,9408.0,621.0,30.0,3,2,0,75.0,1,1.0,2.6,3968.0,alquiler,superior,parado
HOG001160,3265,2347.0,918.0,0.89,2897,29.8,25.1,8.5,14.0,8.5,8.0,6.1,15.7,9875.0,5113.0,820.0,173.0,5.3,3,1,0,30.0,3,3.0,20.6,-14593.0,alquiler,medio,ocupado
HOG001161,1921,762.0,1159.0,1.19,2289,52.3,24.4,5.8,7.8,0.0,3.5,6.2,0.0,,27173.0,17024.0,846.0,44.0,4,2,1,62.0,0,3.0,0.0,-30000.0,alquiler,basico,parado
HOG001162,1411,849.0,562.0,1.05,1478,48.7,18.4,10.1,11.6,1.7,6.7,2.8,1.5,0.0,23811.0,13170.0,698.0,49.4,4,1,1,53.0,0,2.0,21.0,-16948.0,propiedad,basico,parado
HOG001163,3588,2711.0,877.0,0.89,3181,39.1,16.6,15.1,11.5,10.9,2.4,4.4,10.5,12562.0,5070.0,,113.0,3.1,3,2,1,,3,4.0,11.7,54421.0,propiedad,medio,ocupado
HOG001164,5405,3810.0,1595.0,0.78,4216,21.8,13.6,13.1,12.7,28.7,5.6,4.5,24.1,109033.0,5563.0,1169.0,150.0,2.8,1,1,0,45.0,4,8.0,19.3,376293.0,propiedad,medio,parado
HOG001165,1515,962.0,553.0,1.14,1729,46.7,19.9,11.5,8.6,1.5,6.4,5.3,0.0,0.0,14329.0,4046.0,,28.0,1,0,0,63.0,0,0.0,,-12005.0,alquiler,basico,jubilado
HOG001166,5277,3904.0,1373.0,0.76,3987,19.7,13.2,16.0,9.7,26.9,5.6,8.9,22.5,79143.0,4713.0,0.0,84.0,1.6,2,1,0,32.0,2,8.0,23.9,313215.0,propiedad,superior,ocupado
HOG001167,2460,1774.0,686.0,0.96,2361,33.9,20.8,10.8,13.2,12.4,1.6,7.3,0.7,11746.0,13841.0,3882.0,436.0,17.7,3,2,1,,3,5.0,,24018.0,alquiler,superior,ocupado
HOG001168,2692,1886.0,806.0,0.94,2526,43.9,22.3,5.4,10.6,7.0,4.4,6.4,2.4,0.0,5627.0,1442.0,114.0,4.2,3,1,0,34.0,2,3.0,0.0,-19903.0,propiedad,medio,parado
HOG001169,5576,4001.0,1575.0,0.74,4126,20.9,19.0,18.5,8.1,23.4,3.7,6.4,26.8,75502.0,2914.0,,149.0,2.7,3,3,1,44.0,4,7.0,,256183.0,propiedad,superior,ocupado
HOG001170,4370,3267.0,1103.0,0.78,3426,20.0,20.5,17.1,12.5,14.1,8.9,6.9,23.7,59995.0,246.0,2053.0,0.0,0.0,2,2,0,20.0,4,4.0,9.2,199424.0,propiedad,superior,ocupado
HOG001171,2864,2298.0,566.0,0.96,2755,30.1,25.9,12.8,12.4,9.3,2.1,7.5,7.2,14493.0,,4567.0,234.0,8.2,2,1,0,51.0,3,5.0,2.2,,propiedad,superior,ocupado
HOG001172,2295,1427.0,868.0,0.87,1991,31.4,23.6,12.0,10.8,13.6,5.0,3.5,11.6,26965.0,0.0,3612.0,0.0,0.0,3,2,0,59.0,1,2.0,32.9,55487.0,propiedad,superior,ocupado
HOG001173,3935,3074.0,861.0,0.73,2880,17.0,16.6,7.9,19.2,22.0,7.3,,23.2,63588.0,6003.0,,,6.4,2,1,2,,3,5.0,16.7,,hipoteca,basico,ocupado
HOG001174,3633,,1812.0,1.01,3678,35.8,16.4,17.1,7.3,9.1,5.6,8.6,0.0,6455.0,5209.0,3295.0,255.0,7.0,3,1,1,31.0,1,4.0,1.8,-4574.0,alquiler,basico,ocupado
HOG001175,1856,1553.0,303.0,1.08,2013,37.7,22.1,6.6,13.5,5.3,6.0,8.8,0.0,0.0,25265.0,18365.0,759.0,40.9,4,1,1,,2,5.0,16.2,-3094.0,propiedad,medio,ocupado
HOG001176,5727,3850.0,1877.0,0.77,4415,21.2,10.3,15.5,13.7,22.3,6.2,10.7,22.9,80800.0,3933.0,2883.0,185.0,3.2,1,2,0,63.0,4,8.0,2.0,315840.0,alquiler,medio,ocupado
HOG001177,4441,3090.0,1351.0,1.01,4497,23.4,18.2,18.4,16.4,12.1,8.2,3.3,0.0,40298.0,19226.0,9949.0,,13.7,3,2,0,51.0,2,7.0,,107526.0,hipoteca,superior,ocupado
HOG001178,5191,3892.0,1299.0,,3627,25.7,21.0,17.2,15.9,17.6,0.0,2.6,33.7,69020.0,0.0,0.0,80.0,1.5,2,2,0,54.0,3,8.0,23.0,277163.0,propiedad,superior,ocupado
HOG001179,5613,3578.0,2035.0,0.8,4507,21.5,12.7,27.6,7.1,23.3,0.5,7.3,14.7,96622.0,639.0,0.0,0.0,0.0,2,2,1,50.0,2,7.0,6.0,352628.0,propiedad,medio,ocupado
HOG001180,3492,2624.0,868.0,0.95,3324,27.5,26.4,10.2,13.8,9.8,4.4,7.9,8.4,13473.0,9384.0,,245.0,7.0,3,1,0,50.0,2,5.0,5.3,-12866.0,alquiler,medio,ocupado
HOG001181,2636,1583.0,1053.0,1.09,2862,54.0,20.4,9.5,7.4,1.1,7.2,0.4,0.0,0.0,17055.0,6387.0,525.0,19.9,2,1,0,53.0,1,,14.3,-12731.0,alquiler,medio,parado
HOG001182,2737,2280.0,457.0,0.85,2338,29.8,25.0,10.9,11.0,11.3,4.9,7.1,12.0,46281.0,15985.0,9154.0,471.0,17.2,4,2,2,38.0,3,7.0,6.3,154783.0,propiedad,medio,parado
HOG001183,2032,1162.0,870.0,,2132,33.8,21.6,12.5,10.7,13.6,3.4,,0.0,19500.0,21370.0,,,29.3,5,2,1,59.0,0,2.0,5.0,-13872.0,alquiler,medio,parado
HOG001184,5115,3986.0,1129.0,0.8,4074,21.9,10.6,17.6,14.6,24.0,4.3,7.0,22.1,75305.0,6641.0,2298.0,153.0,3.0,3,2,2,,4,10.0,12.5,316394.0,hipoteca,superior,jubilado
HOG001185,4694,3465.0,1229.0,0.84,3938,26.7,22.4,5.9,15.3,11.6,9.8,8.3,16.3,,5546.0,2752.0,215.0,4.6,3,2,0,,3,5.0,8.2,236683.0,hipoteca,superior,ocupado
HOG001186,2019,,493.0,0.92,1867,37.0,26.9,10.4,12.1,4.3,4.5,,6.5,68.0,16238.0,5226.0,526.0,26.0,4,2,1,54.0,1,3.0,1.7,,alquiler,superior,ocupado
HOG001187,1162,500.0,662.0,1.03,1203,51.5,24.0,7.5,9.6,0.0,2.2,5.2,1.2,0.0,10938.0,7216.0,252.0,21.7,3,1,1,58.0,0,,13.0,-8999.0,alquiler,superior,ocupado
HOG001188,3449,1846.0,1603.0,0.99,3400,32.1,25.2,8.0,13.9,11.6,4.0,,4.4,22125.0,18264.0,9771.0,634.0,18.4,4,2,1,37.0,1,4.0,0.0,44512.0,alquiler,medio,ocupado
HOG001189,5480,3736.0,1744.0,0.74,4042,19.9,15.2,16.3,10.3,28.7,4.2,5.4,22.1,102961.0,0.0,2390.0,29.0,0.5,3,2,2,42.0,5,9.0,0.0,402799.0,propiedad,basico,ocupado
HOG001190,3531,,1148.0,0.8,2827,27.3,22.7,11.6,6.1,16.9,7.8,7.6,24.5,83935.0,4198.0,1973.0,173.0,4.9,2,1,0,33.0,3,6.0,6.7,272454.0,alquiler,basico,ocupado
HOG001191,700,576.0,0.0,1.06,742,41.5,26.8,9.5,5.4,6.2,4.8,5.8,0.0,0.0,12445.0,5516.0,425.0,60.6,3,1,1,44.0,1,0.0,10.6,,alquiler,medio,parado
HOG001192,5493,3728.0,1765.0,0.8,4386,17.5,10.0,12.7,19.5,21.1,8.6,10.6,16.2,,1568.0,3211.0,,0.3,2,2,1,48.0,4,,0.0,250474.0,hipoteca,superior,ocupado
HOG001193,1126,527.0,599.0,1.17,1323,47.7,22.3,11.6,7.3,1.1,4.2,,0.0,0.0,10627.0,4469.0,402.0,35.6,4,1,2,20.0,1,0.0,3.5,-4624.0,alquiler,basico,parado
HOG001194,3249,2251.0,998.0,0.97,3144,33.4,27.7,14.2,11.3,3.4,5.7,4.3,0.0,14391.0,10433.0,3475.0,313.0,9.6,2,1,1,41.0,3,4.0,20.6,-15402.0,hipoteca,superior,ocupado
HOG001195,2431,1490.0,941.0,1.02,2487,26.6,24.7,9.9,11.7,9.6,5.7,11.7,0.0,0.0,9723.0,6706.0,352.0,14.5,4,2,1,33.0,2,5.0,12.2,-2378.0,alquiler,medio,parado
HOG001196,3714,2562.0,1152.0,0.95,3522,32.1,18.6,12.9,9.3,14.9,7.9,4.3,0.0,35566.0,,10341.0,794.0,21.4,5,2,3,46.0,4,,,,alquiler,basico,ocupado
HOG001197,1856,1630.0,226.0,0.89,1658,34.3,14.6,13.2,10.1,13.7,7.4,6.6,11.9,0.0,12121.0,6321.0,396.0,21.3,3,2,0,64.0,1,4.0,4.9,13790.0,propiedad,medio,ocupado
HOG001198,1241,515.0,726.0,1.12,1395,51.2,27.7,9.7,8.4,1.3,0.0,1.8,0.0,0.0,21732.0,11198.0,613.0,49.4,3,2,1,63.0,0,1.0,11.2,-16881.0,alquiler,medio,parado
HOG001199,1523,1027.0,496.0,1.12,1701,41.8,23.8,16.3,5.5,3.9,4.2,4.6,0.0,0.0,16817.0,9100.0,441.0,28.9,4,2,1,74.0,1,1.0,5.7,-29247.0,alquiler,basico,ocupado
HOG001200,2870,,903.0,0.93,2667,30.6,23.4,11.4,9.2,11.4,9.2,4.8,3.2,28649.0,8495.0,,291.0,10.1,3,2,0,41.0,3,5.0,13.7,37724.0,hipoteca,medio,ocupado
HOG001201,3086,1907.0,1179.0,1.03,3168,29.9,28.4,12.6,8.9,15.1,1.1,3.9,0.0,40489.0,11551.0,7047.0,315.0,10.2,2,1,1,56.0,2,4.0,15.2,37769.0,propiedad,basico,ocupado
HOG001202,2651,1972.0,679.0,1.04,2745,29.2,26.1,15.3,7.6,10.2,6.5,5.0,0.0,11633.0,24201.0,,663.0,25.0,4,1,0,51.0,1,4.0,2.9,3292.0,hipoteca,superior,ocupado
HOG001203,2102,1709.0,393.0,0.96,2021,36.6,23.5,8.0,11.9,9.8,6.6,3.5,1.1,0.0,12481.0,5242.0,399.0,19.0,3,2,1,65.0,1,1.0,19.3,,hipoteca,medio,ocupado
HOG001204,5417,3736.0,1681.0,0.79,4262,21.0,21.6,13.2,15.4,20.9,3.6,4.3,20.8,63487.0,7771.0,3357.0,148.0,2.7,2,1,0,51.0,3,6.0,6.8,245061.0,hipoteca,medio,jubilado
HOG001205,3259,2256.0,1003.0,1.06,3442,33.8,23.8,13.5,12.1,7.6,2.8,6.4,1.1,23720.0,,16980.0,982.0,30.1,5,2,1,40.0,2,3.0,18.3,2221.0,hipoteca,medio,parado
HOG001206,2628,1972.0,656.0,1.16,3042,23.8,28.5,20.6,16.7,0.7,9.7,0.0,0.0,4465.0,,14039.0,672.0,25.6,4,1,2,69.0,3,3.0,24.9,-2688.0,propiedad,medio,ocupado
HOG001207,2706,1841.0,865.0,1.13,3045,37.3,20.1,15.4,9.5,9.5,4.8,3.4,0.0,709.0,22773.0,11880.0,704.0,26.0,3,2,1,61.0,1,4.0,20.9,-30000.0,propiedad,medio,ocupado
